date,lst_kelvin,lst_anomaly_kelvin,qa_passed
2016-03-07,259.08,-4.72,1
2016-03-08,NaN,NaN,0
2016-03-09,262.6,-1.59,1
2016-03-10,263.89,-0.49,1
2016-03-11,263.32,-1.26,1
2016-03-12,258.52,-6.25,1
2016-03-13,267.14,2.17,1
2016-03-14,265.03,-0.14,1
2016-03-15,268.92,3.56,1
2016-03-16,257.81,-7.75,1
2016-03-17,265.14,-0.62,1
2016-03-18,267.75,1.79,1
2016-03-19,264.79,-1.36,1
2016-03-20,266.59,0.24,1
2016-03-21,263.66,-2.89,1
2016-03-22,262.02,-4.73,1
2016-03-23,259.01,-7.94,1
2016-03-24,264.4,-2.74,1
2016-03-25,NaN,NaN,0
2016-03-26,266.25,-1.29,1
2016-03-27,273.86,6.13,1
2016-03-28,268.91,0.98,1
2016-03-29,265.45,-2.68,1
2016-03-30,265.01,-3.31,1
2016-03-31,264.64,-3.88,1
2016-04-01,267.85,-0.86,1
2016-04-02,NaN,NaN,0
2016-04-03,NaN,NaN,0
2016-04-04,264.57,-4.72,1
2016-04-05,270.68,1.2,1
2016-04-06,271.54,1.86,1
2016-04-07,266.97,-2.89,1
2016-04-08,NaN,NaN,0
2016-04-09,274.31,4.07,1
2016-04-10,276.31,5.88,1
2016-04-11,271.62,1.01,1
2016-04-12,269.06,-1.74,1
2016-04-13,279.15,8.17,1
2016-04-14,276.25,5.09,1
2016-04-15,268.85,-2.49,1
2016-04-16,266.48,-5.04,1
2016-04-17,275.27,3.57,1
2016-04-18,277.39,5.52,1
2016-04-19,271.66,-0.39,1
2016-04-20,NaN,NaN,0
2016-04-21,275.48,3.09,1
2016-04-22,NaN,NaN,0
2016-04-23,NaN,NaN,0
2016-04-24,273.13,0.24,1
2016-04-25,266.91,-6.15,1
2016-04-26,269.84,-3.38,1
2016-04-27,272.7,-0.68,1
2016-04-28,279.74,6.2,1
2016-04-29,273.95,0.26,1
2016-04-30,274.72,0.87,1
2016-05-01,275.64,1.64,1
2016-05-02,277.14,2.99,1
2016-05-03,NaN,NaN,0
2016-05-04,272.15,-2.29,1
2016-05-05,NaN,NaN,0
2016-05-06,277.43,2.71,1
2016-05-07,280.56,5.7,1
2016-05-08,283.85,8.86,1
2016-05-09,265.62,-9.5,1
2016-05-10,276.45,1.2,1
2016-05-11,278.8,3.42,1
2016-05-12,280.91,5.41,1
2016-05-13,NaN,NaN,0
2016-05-14,281.09,5.34,1
2016-05-15,274.17,-1.69,1
2016-05-16,285.75,9.77,1
2016-05-17,276.43,0.34,1
2016-05-18,277.7,1.51,1
2016-05-19,277.25,0.95,1
2016-05-20,277.24,0.84,1
2016-05-21,276.61,0.11,1
2016-05-22,276.17,-0.43,1
2016-05-23,270.25,-6.44,1
2016-05-24,272.52,-4.26,1
2016-05-25,281.73,4.86,1
2016-05-26,275.16,-1.79,1
2016-05-27,NaN,NaN,0
2016-05-28,273.63,-3.48,1
2016-05-29,NaN,NaN,0
2016-05-30,275.59,-1.67,1
2016-05-31,281.65,4.32,1
2016-06-01,277.96,0.57,1
2016-06-02,273.91,-3.54,1
2016-06-03,NaN,NaN,0
2016-06-04,277.77,0.2,1
2016-06-05,273.05,-4.57,1
2016-06-06,278.96,1.29,1
2016-06-07,287.15,9.44,1
2016-06-08,279.28,1.52,1
2016-06-09,273.78,-4.01,1
2016-06-10,276.01,-1.82,1
2016-06-11,NaN,NaN,0
2016-06-12,275.67,-2.22,1
2016-06-13,NaN,NaN,0
2016-06-14,286.87,8.93,1
2016-06-15,278.68,0.72,1
2016-06-16,278.94,0.97,1
2016-06-17,277.99,0.01,1
2016-06-18,278.37,0.38,1
2016-06-19,272.43,-5.57,1
2016-06-20,278.23,0.23,1
2016-06-21,280.06,2.06,1
2016-06-22,273.26,-4.73,1
2016-06-23,274.96,-3.02,1
2016-06-24,280.53,2.56,1
2016-06-25,275.35,-2.61,1
2016-06-26,282.96,5.02,1
2016-06-27,270.98,-6.94,1
2016-06-28,278.16,0.27,1
2016-06-29,285.25,7.39,1
2016-06-30,278.79,0.96,1
2016-07-01,NaN,NaN,0
2016-07-02,279.14,1.38,1
2016-07-03,273.56,-4.15,1
2016-07-04,284.13,6.46,1
2016-07-05,279.71,2.09,1
2016-07-06,272.86,-4.71,1
2016-07-07,276.1,-1.41,1
2016-07-08,281.7,4.25,1
2016-07-09,269.81,-7.58,1
2016-07-10,270.11,-7.22,1
2016-07-11,275.6,-1.66,1
2016-07-12,280.0,2.81,1
2016-07-13,280.4,3.29,1
2016-07-14,NaN,NaN,0
2016-07-15,274.37,-2.58,1
2016-07-16,272.78,-4.09,1
2016-07-17,275.32,-1.46,1
2016-07-18,NaN,NaN,0
2016-07-19,279.28,2.68,1
2016-07-20,272.35,-4.15,1
2016-07-21,274.52,-1.88,1
2016-07-22,275.89,-0.41,1
2016-07-23,271.7,-4.49,1
2016-07-24,271.24,-4.85,1
2016-07-25,NaN,NaN,0
2016-07-26,281.19,5.33,1
2016-07-27,276.35,0.6,1
2016-07-28,281.82,6.19,1
2016-07-29,278.45,2.95,1
2016-07-30,274.65,-0.73,1
2016-07-31,277.14,1.89,1
2016-08-01,277.22,2.1,1
2016-08-02,278.63,3.64,1
2016-08-03,279.71,4.85,1
2016-08-04,271.67,-3.05,1
2016-08-05,NaN,NaN,0
2016-08-06,277.65,3.21,1
2016-08-07,276.67,2.38,1
2016-08-08,274.23,0.08,1
2016-08-09,269.62,-4.38,1
2016-08-10,NaN,NaN,0
2016-08-11,272.05,-1.64,1
2016-08-12,273.51,-0.03,1
2016-08-13,275.51,2.13,1
2016-08-14,273.14,-0.08,1
2016-08-15,280.24,7.18,1
2016-08-16,272.92,0.03,1
2016-08-17,274.48,1.75,1
2016-08-18,276.75,4.19,1
2016-08-19,268.57,-3.82,1
2016-08-20,269.56,-2.66,1
2016-08-21,272.68,0.63,1
2016-08-22,274.21,2.34,1
2016-08-23,276.59,4.89,1
2016-08-24,NaN,NaN,0
2016-08-25,274.19,2.85,1
2016-08-26,272.14,0.98,1
2016-08-27,272.01,1.03,1
2016-08-28,269.46,-1.34,1
2016-08-29,266.06,-4.55,1
2016-08-30,NaN,NaN,0
2016-08-31,264.76,-5.48,1
2016-09-01,267.36,-2.69,1
2016-09-02,265.49,-4.37,1
2016-09-03,268.83,-0.85,1
2016-09-04,270.87,1.39,1
2016-09-05,NaN,NaN,0
2016-09-06,258.61,-10.49,1
2016-09-07,267.17,-1.74,1
2016-09-08,267.43,-1.28,1
2016-09-09,264.87,-3.65,1
2016-09-10,266.53,-1.79,1
2016-09-11,271.82,3.69,1
2016-09-12,271.32,3.39,1
2016-09-13,268.91,1.18,1
2016-09-14,267.93,0.39,1
2016-09-15,274.78,7.44,1
2016-09-16,266.32,-0.82,1
2016-09-17,266.13,-0.82,1
2016-09-18,265.02,-1.73,1
2016-09-19,269.18,2.63,1
2016-09-20,263.99,-2.36,1
2016-09-21,268.24,2.09,1
2016-09-22,262.66,-3.3,1
2016-09-23,258.92,-6.84,1
2016-09-24,264.74,-0.82,1
2016-09-25,266.14,0.78,1
2016-09-26,264.21,-0.96,1
2016-09-27,NaN,NaN,0
2016-09-28,266.37,1.6,1
2016-09-29,265.8,1.22,1
2016-09-30,260.34,-4.04,1
2016-10-01,261.43,-2.76,1
2016-10-02,265.19,1.19,1
2016-10-03,264.49,0.69,1
2016-10-04,254.6,-9.01,1
2016-10-05,261.89,-1.53,1
2016-10-06,266.74,3.51,1
2016-10-07,261.74,-1.3,1
2016-10-08,268.99,6.14,1
2016-10-09,261.57,-1.1,1
2016-10-10,262.17,-0.31,1
2016-10-11,NaN,NaN,0
2016-10-12,NaN,NaN,0
2016-10-13,269.73,7.8,1
2016-10-14,264.58,2.83,1
2016-10-15,NaN,NaN,0
2016-10-16,257.0,-4.39,1
2016-10-17,NaN,NaN,0
2016-10-18,261.43,0.39,1
2016-10-19,258.73,-2.13,1
2016-10-20,259.42,-1.27,1
2016-10-21,261.08,0.56,1
2016-10-22,260.99,0.64,1
2016-10-23,256.53,-3.66,1
2016-10-24,265.87,5.85,1
2016-10-25,265.59,5.73,1
2016-10-26,260.56,0.86,1
2016-10-27,258.07,-1.47,1
2016-10-28,255.13,-4.26,1
2016-10-29,258.16,-1.07,1
2016-10-30,258.71,-0.37,1
2016-10-31,254.26,-4.67,1
2016-11-01,258.56,-0.22,1
2016-11-02,260.95,2.32,1
2016-11-03,251.57,-6.92,1
2016-11-04,259.93,1.58,1
2016-11-05,259.77,1.56,1
2016-11-06,262.82,4.74,1
2016-11-07,NaN,NaN,0
2016-11-08,255.28,-2.53,1
2016-11-09,260.96,3.28,1
2016-11-10,258.57,1.01,1
2016-11-11,265.2,7.77,1
2016-11-12,260.72,3.41,1
2016-11-13,253.99,-3.21,1
2016-11-14,256.42,-0.66,1
2016-11-15,259.9,2.93,1
2016-11-16,255.15,-1.71,1
2016-11-17,252.86,-3.89,1
2016-11-18,258.58,1.93,1
2016-11-19,254.06,-2.49,1
2016-11-20,257.92,1.47,1
2016-11-21,257.76,1.4,1
2016-11-22,256.77,0.51,1
2016-11-23,251.78,-4.4,1
2016-11-24,254.86,-1.23,1
2016-11-25,252.82,-3.19,1
2016-11-26,250.66,-5.27,1
2016-11-27,256.09,0.24,1
2016-11-28,250.93,-4.85,1
2016-11-29,NaN,NaN,0
2016-11-30,NaN,NaN,0
2016-12-01,252.57,-3.01,1
2016-12-02,NaN,NaN,0
2016-12-03,NaN,NaN,0
2016-12-04,249.92,-5.49,1
2016-12-05,252.77,-2.59,1
2016-12-06,255.8,0.49,1
2016-12-07,259.83,4.56,1
2016-12-08,250.43,-4.79,1
2016-12-09,259.06,3.87,1
2016-12-10,257.84,2.69,1
2016-12-11,250.13,-4.99,1
2016-12-12,NaN,NaN,0
2016-12-13,255.98,0.91,1
2016-12-14,258.17,3.12,1
2016-12-15,260.12,5.09,1
2016-12-16,249.26,-5.76,1
2016-12-17,258.16,3.15,1
2016-12-18,250.57,-4.43,1
2016-12-19,254.95,-0.05,1
2016-12-20,259.92,4.92,1
2016-12-21,266.86,11.86,1
2016-12-22,262.57,7.56,1
2016-12-23,251.82,-3.2,1
2016-12-24,257.6,2.57,1
2016-12-25,258.16,3.11,1
2016-12-26,250.86,-4.21,1
2016-12-27,254.45,-0.65,1
2016-12-28,251.3,-3.82,1
2016-12-29,256.29,1.14,1
2016-12-30,256.79,1.6,1
2016-12-31,254.22,-1.0,1
2017-01-01,255.21,-0.01,1
2017-01-02,252.39,-2.88,1
2017-01-03,253.26,-2.05,1
2017-01-04,248.06,-7.3,1
2017-01-05,256.15,0.74,1
2017-01-06,251.26,-4.2,1
2017-01-07,255.51,-0.01,1
2017-01-08,255.18,-0.4,1
2017-01-09,251.41,-4.23,1
2017-01-10,255.86,0.15,1
2017-01-11,253.95,-1.83,1
2017-01-12,259.63,3.78,1
2017-01-13,254.2,-1.73,1
2017-01-14,254.16,-1.85,1
2017-01-15,252.45,-3.64,1
2017-01-16,260.66,4.48,1
2017-01-17,256.37,0.11,1
2017-01-18,258.61,2.25,1
2017-01-19,257.68,1.23,1
2017-01-20,257.31,0.76,1
2017-01-21,262.22,5.57,1
2017-01-22,255.83,-0.92,1
2017-01-23,257.68,0.82,1
2017-01-24,262.34,5.37,1
2017-01-25,261.48,4.4,1
2017-01-26,252.13,-5.07,1
2017-01-27,255.38,-1.93,1
2017-01-28,255.25,-2.18,1
2017-01-29,260.96,3.4,1
2017-01-30,262.12,4.44,1
2017-01-31,256.49,-1.32,1
2017-02-01,253.13,-4.81,1
2017-02-02,255.34,-2.74,1
2017-02-03,259.55,1.34,1
2017-02-04,256.43,-1.92,1
2017-02-05,257.13,-1.36,1
2017-02-06,255.92,-2.71,1
2017-02-07,258.1,-0.68,1
2017-02-08,263.55,4.62,1
2017-02-09,258.67,-0.41,1
2017-02-10,262.71,3.48,1
2017-02-11,259.23,-0.16,1
2017-02-12,256.68,-2.86,1
2017-02-13,261.19,1.49,1
2017-02-14,NaN,NaN,0
2017-02-15,254.44,-5.58,1
2017-02-16,260.13,-0.06,1
2017-02-17,260.25,-0.1,1
2017-02-18,258.19,-2.33,1
2017-02-19,253.94,-6.75,1
2017-02-20,265.53,4.67,1
2017-02-21,261.66,0.62,1
2017-02-22,262.7,1.49,1
2017-02-23,260.96,-0.43,1
2017-02-24,270.1,8.53,1
2017-02-25,262.08,0.33,1
2017-02-26,265.68,3.75,1
2017-02-27,255.13,-6.98,1
2017-02-28,261.62,-0.67,1
2017-03-01,261.15,-1.33,1
2017-03-02,262.02,-0.65,1
2017-03-03,262.7,-0.15,1
2017-03-04,261.05,-1.99,1
2017-03-05,267.08,3.85,1
2017-03-06,265.63,2.21,1
2017-03-07,257.39,-6.22,1
2017-03-08,262.51,-1.29,1
2017-03-09,260.31,-3.69,1
2017-03-10,264.55,0.36,1
2017-03-11,267.48,3.1,1
2017-03-12,264.03,-0.55,1
2017-03-13,264.11,-0.66,1
2017-03-14,273.01,8.04,1
2017-03-15,NaN,NaN,0
2017-03-16,268.37,3.01,1
2017-03-17,261.96,-3.6,1
2017-03-18,271.04,5.28,1
2017-03-19,NaN,NaN,0
2017-03-20,267.89,1.74,1
2017-03-21,269.43,3.08,1
2017-03-22,268.22,1.67,1
2017-03-23,NaN,NaN,0
2017-03-24,267.68,0.73,1
2017-03-25,270.75,3.61,1
2017-03-26,NaN,NaN,0
2017-03-27,NaN,NaN,0
2017-03-28,267.79,0.06,1
2017-03-29,271.55,3.62,1
2017-03-30,269.03,0.9,1
2017-03-31,270.77,2.45,1
2017-04-01,267.69,-0.83,1
2017-04-02,281.23,12.52,1
2017-04-03,269.68,0.77,1
2017-04-04,NaN,NaN,0
2017-04-05,NaN,NaN,0
2017-04-06,272.75,3.27,1
2017-04-07,271.19,1.51,1
2017-04-08,264.23,-5.63,1
2017-04-09,270.85,0.8,1
2017-04-10,NaN,NaN,0
2017-04-11,261.76,-8.67,1
2017-04-12,NaN,NaN,0
2017-04-13,266.59,-4.21,1
2017-04-14,267.07,-3.91,1
2017-04-15,272.42,1.26,1
2017-04-16,273.31,1.97,1
2017-04-17,270.15,-1.37,1
2017-04-18,273.85,2.15,1
2017-04-19,269.21,-2.66,1
2017-04-20,276.37,4.32,1
2017-04-21,270.52,-1.7,1
2017-04-22,271.37,-1.02,1
2017-04-23,271.88,-0.68,1
2017-04-24,275.45,2.72,1
2017-04-25,272.02,-0.87,1
2017-04-26,271.95,-1.11,1
2017-04-27,272.42,-0.8,1
2017-04-28,267.81,-5.57,1
2017-04-29,272.83,-0.71,1
2017-04-30,272.89,-0.8,1
2017-05-01,269.47,-4.38,1
2017-05-02,272.23,-1.77,1
2017-05-03,NaN,NaN,0
2017-05-04,276.64,2.35,1
2017-05-05,NaN,NaN,0
2017-05-06,271.18,-3.4,1
2017-05-07,274.32,-0.4,1
2017-05-08,269.85,-5.01,1
2017-05-09,276.37,1.38,1
2017-05-10,279.25,4.13,1
2017-05-11,278.5,3.25,1
2017-05-12,NaN,NaN,0
2017-05-13,273.19,-2.31,1
2017-05-14,274.52,-1.11,1
2017-05-15,278.23,2.48,1
2017-05-16,273.76,-2.1,1
2017-05-17,275.35,-0.63,1
2017-05-18,276.13,0.04,1
2017-05-19,274.51,-1.68,1
2017-05-20,275.04,-1.26,1
2017-05-21,278.61,2.21,1
2017-05-22,272.82,-3.68,1
2017-05-23,283.21,6.61,1
2017-05-24,278.21,1.52,1
2017-05-25,283.33,6.55,1
2017-05-26,270.19,-6.68,1
2017-05-27,NaN,NaN,0
2017-05-28,274.04,-2.99,1
2017-05-29,NaN,NaN,0
2017-05-30,277.88,0.69,1
2017-05-31,NaN,NaN,0
2017-06-01,270.37,-6.96,1
2017-06-02,276.24,-1.15,1
2017-06-03,279.1,1.65,1
2017-06-04,271.56,-5.95,1
2017-06-05,284.01,6.44,1
2017-06-06,277.32,-0.3,1
2017-06-07,278.28,0.61,1
2017-06-08,281.45,3.74,1
2017-06-09,285.66,7.9,1
2017-06-10,278.68,0.89,1
2017-06-11,279.63,1.8,1
2017-06-12,277.64,-0.22,1
2017-06-13,273.74,-4.15,1
2017-06-14,280.7,2.78,1
2017-06-15,276.75,-1.19,1
2017-06-16,277.9,-0.06,1
2017-06-17,275.99,-1.98,1
2017-06-18,276.78,-1.2,1
2017-06-19,277.52,-0.47,1
2017-06-20,273.58,-4.42,1
2017-06-21,281.13,3.13,1
2017-06-22,276.23,-1.77,1
2017-06-23,278.86,0.87,1
2017-06-24,278.6,0.62,1
2017-06-25,280.75,2.78,1
2017-06-26,281.41,3.45,1
2017-06-27,NaN,NaN,0
2017-06-28,278.7,0.78,1
2017-06-29,280.95,3.06,1
2017-06-30,NaN,NaN,0
2017-07-01,280.91,3.08,1
2017-07-02,274.16,-3.63,1
2017-07-03,283.18,5.42,1
2017-07-04,NaN,NaN,0
2017-07-05,276.45,-1.22,1
2017-07-06,280.43,2.81,1
2017-07-07,275.44,-2.13,1
2017-07-08,278.31,0.8,1
2017-07-09,NaN,NaN,0
2017-07-10,282.37,4.98,1
2017-07-11,274.53,-2.8,1
2017-07-12,279.06,1.8,1
2017-07-13,274.2,-2.99,1
2017-07-14,276.84,-0.27,1
2017-07-15,280.27,3.24,1
2017-07-16,275.77,-1.18,1
2017-07-17,NaN,NaN,0
2017-07-18,NaN,NaN,0
2017-07-19,NaN,NaN,0
2017-07-20,275.51,-1.09,1
2017-07-21,278.56,2.06,1
2017-07-22,272.75,-3.65,1
2017-07-23,275.92,-0.38,1
2017-07-24,NaN,NaN,0
2017-07-25,NaN,NaN,0
2017-07-26,278.88,2.9,1
2017-07-27,NaN,NaN,0
2017-07-28,277.76,2.01,1
2017-07-29,273.23,-2.4,1
2017-07-30,271.5,-4.0,1
2017-07-31,271.06,-4.32,1
2017-08-01,273.25,-2.0,1
2017-08-02,285.09,9.97,1
2017-08-03,275.51,0.52,1
2017-08-04,275.22,0.36,1
2017-08-05,275.21,0.49,1
2017-08-06,269.63,-4.95,1
2017-08-07,NaN,NaN,0
2017-08-08,270.48,-3.81,1
2017-08-09,276.42,2.27,1
2017-08-10,NaN,NaN,0
2017-08-11,276.79,2.94,1
2017-08-12,276.87,3.18,1
2017-08-13,271.58,-1.96,1
2017-08-14,272.97,-0.41,1
2017-08-15,NaN,NaN,0
2017-08-16,266.27,-6.79,1
2017-08-17,272.68,-0.21,1
2017-08-18,270.74,-1.99,1
2017-08-19,276.08,3.52,1
2017-08-20,278.7,6.31,1
2017-08-21,275.06,2.84,1
2017-08-22,272.39,0.34,1
2017-08-23,NaN,NaN,0
2017-08-24,274.28,2.58,1
2017-08-25,271.38,-0.14,1
2017-08-26,272.75,1.41,1
2017-08-27,269.23,-1.93,1
2017-08-28,272.91,1.93,1
2017-08-29,270.71,-0.09,1
2017-08-30,273.18,2.57,1
2017-08-31,NaN,NaN,0
2017-09-01,268.73,-1.51,1
2017-09-02,275.12,5.07,1
2017-09-03,272.11,2.25,1
2017-09-04,266.3,-3.38,1
2017-09-05,NaN,NaN,0
2017-09-06,268.91,-0.38,1
2017-09-07,269.31,0.21,1
2017-09-08,NaN,NaN,0
2017-09-09,271.31,2.6,1
2017-09-10,275.92,7.4,1
2017-09-11,272.78,4.46,1
2017-09-12,261.82,-6.31,1
2017-09-13,268.76,0.83,1
2017-09-14,265.2,-2.53,1
2017-09-15,267.48,-0.06,1
2017-09-16,266.05,-1.29,1
2017-09-17,261.6,-5.54,1
2017-09-18,269.23,2.28,1
2017-09-19,269.95,3.2,1
2017-09-20,269.0,2.45,1
2017-09-21,266.71,0.36,1
2017-09-22,NaN,NaN,0
2017-09-23,273.37,7.41,1
2017-09-24,261.69,-4.07,1
2017-09-25,274.13,8.57,1
2017-09-26,260.49,-4.87,1
2017-09-27,267.51,2.34,1
2017-09-28,270.26,5.29,1
2017-09-29,270.72,5.95,1
2017-09-30,269.44,4.86,1
2017-10-01,260.15,-4.23,1
2017-10-02,260.64,-3.55,1
2017-10-03,267.0,3.0,1
2017-10-04,260.57,-3.23,1
2017-10-05,266.16,2.55,1
2017-10-06,265.85,2.43,1
2017-10-07,266.64,3.41,1
2017-10-08,264.63,1.59,1
2017-10-09,267.25,4.4,1
2017-10-10,259.94,-2.73,1
2017-10-11,259.48,-3.0,1
2017-10-12,257.85,-4.44,1
2017-10-13,263.35,1.24,1
2017-10-14,NaN,NaN,0
2017-10-15,258.72,-3.03,1
2017-10-16,263.52,1.95,1
2017-10-17,261.13,-0.26,1
2017-10-18,261.6,0.39,1
2017-10-19,263.77,2.73,1
2017-10-20,263.44,2.58,1
2017-10-21,259.94,-0.75,1
2017-10-22,262.67,2.15,1
2017-10-23,258.34,-2.01,1
2017-10-24,267.54,7.35,1
2017-10-25,261.25,1.23,1
2017-10-26,264.95,5.09,1
2017-10-27,258.21,-1.49,1
2017-10-28,266.16,6.62,1
2017-10-29,258.75,-0.64,1
2017-10-30,260.82,1.59,1
2017-10-31,NaN,NaN,0
2017-11-01,256.7,-2.23,1
2017-11-02,261.85,3.07,1
2017-11-03,260.89,2.26,1
2017-11-04,266.97,8.48,1
2017-11-05,259.08,0.73,1
2017-11-06,259.39,1.18,1
2017-11-07,254.44,-3.64,1
2017-11-08,NaN,NaN,0
2017-11-09,NaN,NaN,0
2017-11-10,255.01,-2.67,1
2017-11-11,255.24,-2.32,1
2017-11-12,260.57,3.14,1
2017-11-13,258.92,1.61,1
2017-11-14,260.14,2.94,1
2017-11-15,260.86,3.78,1
2017-11-16,254.98,-1.99,1
2017-11-17,257.58,0.72,1
2017-11-18,255.63,-1.12,1
2017-11-19,258.14,1.49,1
2017-11-20,259.67,3.12,1
2017-11-21,257.43,0.98,1
2017-11-22,255.6,-0.76,1
2017-11-23,258.84,2.58,1
2017-11-24,NaN,NaN,0
2017-11-25,NaN,NaN,0
2017-11-26,256.06,0.05,1
2017-11-27,256.2,0.27,1
2017-11-28,254.37,-1.48,1
2017-11-29,253.74,-2.04,1
2017-11-30,259.9,4.19,1
2017-12-01,NaN,NaN,0
2017-12-02,256.19,0.61,1
2017-12-03,252.04,-3.48,1
2017-12-04,254.77,-0.69,1
2017-12-05,258.5,3.09,1
2017-12-06,NaN,NaN,0
2017-12-07,NaN,NaN,0
2017-12-08,NaN,NaN,0
2017-12-09,257.02,1.8,1
2017-12-10,254.24,-0.95,1
2017-12-11,NaN,NaN,0
2017-12-12,251.45,-3.67,1
2017-12-13,257.83,2.73,1
2017-12-14,251.66,-3.41,1
2017-12-15,254.07,-0.98,1
2017-12-16,NaN,NaN,0
2017-12-17,258.01,2.99,1
2017-12-18,246.83,-8.18,1
2017-12-19,255.96,0.96,1
2017-12-20,250.51,-4.49,1
2017-12-21,253.22,-1.78,1
2017-12-22,254.56,-0.44,1
2017-12-23,NaN,NaN,0
2017-12-24,251.41,-3.61,1
2017-12-25,NaN,NaN,0
2017-12-26,245.78,-9.27,1
2017-12-27,254.21,-0.86,1
2017-12-28,255.25,0.15,1
2017-12-29,258.65,3.53,1
2017-12-30,NaN,NaN,0
2017-12-31,253.45,-1.74,1
2018-01-01,252.46,-2.76,1
2018-01-02,NaN,NaN,0
2018-01-03,259.92,4.61,1
2018-01-04,250.64,-4.72,1
2018-01-05,257.63,2.22,1
2018-01-06,258.39,2.93,1
2018-01-07,253.7,-1.82,1
2018-01-08,261.47,5.89,1
2018-01-09,251.79,-3.85,1
2018-01-10,NaN,NaN,0
2018-01-11,252.92,-2.86,1
2018-01-12,253.15,-2.7,1
2018-01-13,255.63,-0.3,1
2018-01-14,248.18,-7.83,1
2018-01-15,260.29,4.2,1
2018-01-16,254.48,-1.7,1
2018-01-17,258.0,1.74,1
2018-01-18,NaN,NaN,0
2018-01-19,256.36,-0.09,1
2018-01-20,256.33,-0.22,1
2018-01-21,NaN,NaN,0
2018-01-22,258.02,1.27,1
2018-01-23,253.92,-2.94,1
2018-01-24,NaN,NaN,0
2018-01-25,256.45,-0.63,1
2018-01-26,263.95,6.75,1
2018-01-27,254.71,-2.6,1
2018-01-28,263.14,5.71,1
2018-01-29,261.03,3.47,1
2018-01-30,264.68,7.0,1
2018-01-31,250.3,-7.51,1
2018-02-01,261.19,3.25,1
2018-02-02,256.12,-1.96,1
2018-02-03,253.21,-5.0,1
2018-02-04,257.7,-0.65,1
2018-02-05,263.49,5.0,1
2018-02-06,258.17,-0.46,1
2018-02-07,255.3,-3.48,1
2018-02-08,261.65,2.72,1
2018-02-09,262.38,3.3,1
2018-02-10,NaN,NaN,0
2018-02-11,255.15,-4.24,1
2018-02-12,256.7,-2.84,1
2018-02-13,262.98,3.28,1
2018-02-14,256.6,-3.26,1
2018-02-15,266.31,6.29,1
2018-02-16,261.48,1.29,1
2018-02-17,258.8,-1.55,1
2018-02-18,258.86,-1.66,1
2018-02-19,256.86,-3.83,1
2018-02-20,NaN,NaN,0
2018-02-21,263.28,2.24,1
2018-02-22,261.47,0.26,1
2018-02-23,262.15,0.76,1
2018-02-24,264.18,2.61,1
2018-02-25,261.46,-0.29,1
2018-02-26,NaN,NaN,0
2018-02-27,256.33,-5.78,1
2018-02-28,257.97,-4.32,1
2018-03-01,260.58,-1.9,1
2018-03-02,262.78,0.11,1
2018-03-03,262.16,-0.69,1
2018-03-04,264.68,1.64,1
2018-03-05,262.71,-0.52,1
2018-03-06,259.95,-3.47,1
2018-03-07,NaN,NaN,0
2018-03-08,260.98,-2.82,1
2018-03-09,262.53,-1.47,1
