date,temperature_2m_k,total_precip_m_day,snow_depth_m_we
2016-06-17,276.2,0.004395,0.05
2016-06-18,276.78,0.004165,0.05
2016-06-19,277.25,0.005519,0.05
2016-06-20,276.85,0.010048,0.05
2016-06-21,276.77,0.022331,0.05
2016-06-22,276.38,0.007746,0.05
2016-06-23,277.23,0.007893,0.05
2016-06-24,277.08,0.011203,0.05
2016-06-25,277.14,0.008859,0.05
2016-06-26,277.97,0.01024,0.05
2016-06-27,277.17,0.015629,0.05
2016-06-28,277.41,0.013648,0.05
2016-06-29,278.21,0.008876,0.05
2016-06-30,278.94,0.012872,0.05
2016-07-01,276.57,0.040988,0.05
2016-07-02,275.75,0.01351,0.05
2016-07-03,277.01,0.010038,0.05
2016-07-04,277.43,0.027067,0.05
2016-07-05,277.06,0.017095,0.05
2016-07-06,276.69,0.015445,0.05
2016-07-07,277.39,0.009823,0.05
2016-07-08,277.54,0.014131,0.05
2016-07-09,277.93,0.010637,0.05
2016-07-10,278.37,0.012729,0.05
2016-07-11,277.61,0.018649,0.05
2016-07-12,277.05,0.011045,0.05
2016-07-13,278.01,0.007868,0.05
2016-07-14,277.58,0.021321,0.05
2016-07-15,277.92,0.020845,0.05
2016-07-16,277.66,0.013022,0.05
2016-07-17,277.06,0.017466,0.05
2016-07-18,277.07,0.012176,0.05
2016-07-19,277.86,0.006703,0.05
2016-07-20,277.97,0.009771,0.05
2016-07-21,277.46,0.015334,0.05
2016-07-22,276.25,0.021878,0.05
2016-07-23,276.17,0.008939,0.05
2016-07-24,277.29,0.009818,0.05
2016-07-25,277.29,0.028687,0.05
2016-07-26,274.63,0.038747,0.05
2016-07-27,275.36,0.009854,0.05
2016-07-28,276.04,0.008146,0.05
2016-07-29,276.21,0.0105,0.05
2016-07-30,276.28,0.012799,0.05
2016-07-31,275.61,0.026091,0.05
2016-08-01,274.86,0.016298,0.05
2016-08-02,275.0,0.007456,0.05
2016-08-03,276.13,0.006939,0.05
2016-08-04,277.09,0.007044,0.05
2016-08-05,277.3,0.009604,0.05
2016-08-06,277.22,0.007515,0.05
2016-08-07,276.83,0.007088,0.05
2016-08-08,276.76,0.007857,0.05
2016-08-09,276.52,0.010852,0.05
2016-08-10,275.76,0.012879,0.05
2016-08-11,276.93,0.008762,0.05
2016-08-12,277.17,0.007898,0.05
2016-08-13,277.65,0.005836,0.05
2016-08-14,277.19,0.004751,0.05
2016-08-15,276.87,0.008247,0.05
2016-08-16,276.51,0.012809,0.05
2016-08-17,276.4,0.008964,0.05
2016-08-18,276.9,0.006379,0.05
2016-08-19,276.76,0.009214,0.05
2016-08-20,277.07,0.002373,0.05
2016-08-21,276.83,0.002414,0.05
2016-08-22,276.46,0.008608,0.05
2016-08-23,276.62,0.007133,0.05
2016-08-24,276.35,0.008083,0.05
2016-08-25,275.91,0.006616,0.05
2016-08-26,275.1,0.005624,0.05
2016-08-27,275.11,0.003096,0.05
2016-08-28,275.68,0.003518,0.05
2016-08-29,276.68,0.00521,0.05
2016-08-30,276.4,0.01771,0.05
2016-08-31,276.14,0.007405,0.05
2016-09-01,276.96,0.004421,0.05
2016-09-02,277.26,0.005528,0.05
2016-09-03,276.92,0.011819,0.05
2016-09-04,276.44,0.008405,0.05
2016-09-05,276.65,0.003718,0.05
2016-09-06,276.15,0.004933,0.05
2016-09-07,276.34,0.002637,0.05
2016-09-08,276.36,0.001644,0.05
2016-09-09,277.02,0.002072,0.05
2016-09-10,276.41,0.011862,0.05
2016-09-11,275.73,0.017707,0.05
2016-09-12,273.87,0.04062,0.05
2016-09-13,273.8,0.004847,0.05
2016-09-14,273.77,0.002238,0.05
2016-09-15,274.15,0.002996,0.05
2016-09-16,274.78,0.003451,0.05
2016-09-17,275.04,0.004036,0.05
2016-09-18,275.57,0.003179,0.05
2016-09-19,275.97,0.001985,0.05
2016-09-20,275.52,0.005919,0.05
2016-09-21,274.52,0.010189,0.05
2016-09-22,274.0,0.00513,0.05
2016-09-23,273.11,0.002935,0.05
2016-09-24,272.98,0.004565,0.05
2016-09-25,273.27,0.004264,0.05
2016-09-26,273.53,0.001489,0.05
2016-09-27,273.53,0.001125,0.05
2016-09-28,273.45,0.001748,0.05
2016-09-29,273.96,0.003487,0.05
2016-09-30,275.07,0.003098,0.05
2016-10-01,275.5,0.002628,0.05
2016-10-02,274.44,0.005065,0.05
2016-10-03,274.21,0.001782,0.05
2016-10-04,274.75,0.006557,0.05
2016-10-05,274.64,0.008959,0.05
2016-10-06,273.58,0.010393,0.05
2016-10-07,273.79,0.003169,0.05
2016-10-08,273.34,0.012458,0.05
2016-10-09,271.97,0.007803,0.05
2016-10-10,270.35,0.000608,0.05
2016-10-11,268.89,0.000335,0.05
2016-10-12,270.43,0.000327,0.05
2016-10-13,270.39,0.000296,0.05
2016-10-14,271.56,0.00031,0.05
2016-10-15,271.3,0.000967,0.05
2016-10-16,271.08,0.001327,0.05
2016-10-17,271.13,0.002411,0.05
2016-10-18,270.67,0.001542,0.05
2016-10-19,270.65,0.001061,0.05
2016-10-20,271.52,0.000728,0.05
2016-10-21,270.03,0.00105,0.05
2016-10-22,269.98,0.001299,0.05
2016-10-23,271.22,0.000503,0.05
2016-10-24,270.89,0.000882,0.05
2016-10-25,268.39,0.000653,0.05
2016-10-26,267.02,0.000971,0.05
2016-10-27,267.35,0.000299,0.05
2016-10-28,267.75,0.001195,0.05
2016-10-29,265.54,0.001027,0.05
2016-10-30,266.23,0.000308,0.05
2016-10-31,265.72,0.000148,0.05
2016-11-01,264.92,0.000272,0.05
2016-11-02,265.31,6.4e-05,0.05
2016-11-03,265.75,6.5e-05,0.05
2016-11-04,265.45,3.6e-05,0.05
2016-11-05,265.31,0.000222,0.05
2016-11-06,265.3,0.000242,0.05
2016-11-07,265.77,0.000227,0.05
2016-11-08,268.97,3e-06,0.05
2016-11-09,270.17,1e-06,0.05
2016-11-10,269.63,5.3e-05,0.05
2016-11-11,268.36,0.0002,0.05
2016-11-12,267.27,2.1e-05,0.05
2016-11-13,266.26,1.1e-05,0.05
2016-11-14,265.49,5e-06,0.05
2016-11-15,264.04,3e-06,0.05
2016-11-16,264.44,5e-06,0.05
2016-11-17,266.29,0.0,0.05
2016-11-18,267.72,2.5e-05,0.05
2016-11-19,267.98,0.000302,0.05
2016-11-20,268.54,0.000108,0.05
2016-11-21,268.68,3e-05,0.05
2016-11-22,269.43,3e-06,0.05
2016-11-23,268.52,-0.0,0.05
2016-11-24,268.88,2e-06,0.05
2016-11-25,269.77,0.0,0.05
2016-11-26,269.72,1e-06,0.05
2016-11-27,270.37,0.000142,0.05
2016-11-28,269.53,5.3e-05,0.05
2016-11-29,269.5,0.000189,0.05
2016-11-30,268.23,0.00115,0.05
2016-12-01,266.71,0.000985,0.05
2016-12-02,265.98,0.000405,0.05
2016-12-03,266.29,1e-06,0.05
2016-12-04,268.18,0.0,0.05
2016-12-05,268.56,7.5e-05,0.05
2016-12-06,268.5,8e-06,0.05
2016-12-07,269.61,1e-06,0.05
2016-12-08,268.99,3.3e-05,0.05
2016-12-09,268.49,3e-06,0.05
2016-12-10,268.66,1e-06,0.05
2016-12-11,267.82,4e-06,0.05
2016-12-12,268.89,1e-06,0.05
2016-12-13,267.6,0.0,0.05
2016-12-14,265.61,1e-06,0.05
2016-12-15,268.95,1e-06,0.05
2016-12-16,269.83,4e-06,0.05
2016-12-17,268.14,1e-06,0.05
2016-12-18,268.06,2e-06,0.05
2016-12-19,270.11,0.0,0.05
2016-12-20,272.35,0.0,0.05
2016-12-21,272.05,3e-06,0.05
2016-12-22,270.29,1e-06,0.05
2016-12-23,268.31,0.000641,0.05
2016-12-24,265.55,0.00097,0.05
2016-12-25,260.22,0.003577,0.05
2016-12-26,260.24,4e-05,0.05
2016-12-27,264.8,1e-06,0.05
2016-12-28,266.68,5e-06,0.05
2016-12-29,265.71,0.000677,0.05
2016-12-30,262.12,0.001787,0.05
2016-12-31,260.01,0.00106,0.05
2017-01-01,256.55,0.002936,0.05
2017-01-02,255.27,0.000659,0.05
2017-01-03,255.62,5e-06,0.05
2017-01-04,256.73,0.000297,0.05
2017-01-05,258.1,0.000644,0.05
2017-01-06,258.22,0.000737,0.05
2017-01-07,256.48,0.002067,0.05
2017-01-08,255.72,0.000495,0.05
2017-01-09,254.21,0.000261,0.05
2017-01-10,253.34,0.000659,0.05
2017-01-11,253.24,0.00086,0.05
2017-01-12,252.62,0.000273,0.05
2017-01-13,252.7,6.7e-05,0.05
2017-01-14,255.85,3e-06,0.05
2017-01-15,256.35,0.000754,0.05
2017-01-16,256.86,0.000243,0.05
2017-01-17,257.17,0.002302,0.05
2017-01-18,256.06,0.000571,0.05
2017-01-19,256.04,3.1e-05,0.05
2017-01-20,258.46,1e-06,0.05
2017-01-21,260.89,4.1e-05,0.05
2017-01-22,259.28,8e-06,0.05
2017-01-23,259.74,2e-06,0.05
2017-01-24,261.95,1e-06,0.05
2017-01-25,261.88,2e-06,0.05
2017-01-26,261.17,0.003142,0.05
2017-01-27,258.15,0.027385,0.05
2017-01-28,254.97,3e-06,0.05
2017-01-29,257.19,1e-06,0.05
2017-01-30,254.88,0.0,0.05
2017-01-31,254.65,0.000502,0.05
2017-02-01,256.54,0.000572,0.05
2017-02-02,258.9,2e-06,0.05
2017-02-03,261.55,1e-06,0.05
2017-02-04,261.29,3e-06,0.05
2017-02-05,260.81,6.9e-05,0.05
2017-02-06,257.43,0.002516,0.05
2017-02-07,258.82,2e-06,0.05
2017-02-08,259.13,1.1e-05,0.05
2017-02-09,257.83,9.3e-05,0.05
2017-02-10,256.55,8.7e-05,0.05
2017-02-11,256.43,1.7e-05,0.05
2017-02-12,256.84,1e-06,0.05
2017-02-13,258.25,7.1e-05,0.05
2017-02-14,259.18,0.0,0.05
2017-02-15,261.78,7e-06,0.05
2017-02-16,263.56,6.9e-05,0.05
2017-02-17,265.46,0.000154,0.05
2017-02-18,266.93,0.000125,0.05
2017-02-19,265.29,0.001996,0.05
2017-02-20,261.59,0.001799,0.05
2017-02-21,260.42,0.00254,0.05
2017-02-22,259.11,0.000918,0.05
2017-02-23,259.23,0.000913,0.05
2017-02-24,261.57,0.000409,0.05
2017-02-25,262.23,0.000943,0.05
2017-02-26,262.22,0.001315,0.05
2017-02-27,262.2,0.001,0.05
2017-02-28,261.69,0.000222,0.05
2017-03-01,260.5,0.002732,0.05
2017-03-02,258.75,0.002111,0.05
2017-03-03,259.94,0.00096,0.05
2017-03-04,257.72,0.001957,0.05
2017-03-05,257.03,0.000589,0.05
2017-03-06,258.23,0.000119,0.05
2017-03-07,258.68,0.002044,0.05
2017-03-08,259.14,0.006736,0.05
2017-03-09,259.7,0.011599,0.05
2017-03-10,260.51,0.048395,0.05
2017-03-11,257.8,0.008329,0.05
2017-03-12,255.85,0.000565,0.05
2017-03-13,257.71,0.002012,0.05
2017-03-14,256.97,0.000146,0.05
2017-03-15,257.67,9e-06,0.05
2017-03-16,257.16,8.7e-05,0.05
2017-03-17,256.82,0.001161,0.05
2017-03-18,256.33,0.000321,0.05
2017-03-19,257.56,0.000137,0.05
2017-03-20,258.41,1.3e-05,0.05
2017-03-21,262.66,1e-06,0.05
2017-03-22,266.0,1e-06,0.05
2017-03-23,265.08,0.0,0.05
2017-03-24,263.82,0.000274,0.05
2017-03-25,265.34,0.000101,0.05
2017-03-26,266.61,0.000302,0.05
2017-03-27,268.01,0.004916,0.05
2017-03-28,269.52,0.000643,0.05
2017-03-29,269.21,0.00046,0.05
2017-03-30,269.47,5.9e-05,0.05
2017-03-31,268.91,0.000293,0.05
2017-04-01,267.05,0.000116,0.05
2017-04-02,264.87,0.000341,0.05
2017-04-03,265.46,0.001491,0.05
2017-04-04,266.45,0.001429,0.05
2017-04-05,267.03,0.00191,0.05
2017-04-06,265.48,0.003886,0.05
2017-04-07,265.17,0.00493,0.05
2017-04-08,262.32,0.001361,0.05
2017-04-09,263.84,0.000392,0.05
2017-04-10,263.3,0.000327,0.05
2017-04-11,264.25,0.000301,0.05
2017-04-12,264.68,0.001567,0.05
2017-04-13,266.26,0.000165,0.05
2017-04-14,267.1,0.00286,0.05
2017-04-15,267.34,0.00049,0.05
2017-04-16,268.51,3.7e-05,0.05
2017-04-17,270.56,0.000177,0.05
2017-04-18,271.49,0.000965,0.05
2017-04-19,271.5,0.00195,0.05
2017-04-20,271.39,0.001147,0.05
2017-04-21,271.82,0.001068,0.05
2017-04-22,271.57,0.001961,0.05
2017-04-23,269.78,0.002105,0.05
2017-04-24,269.23,0.00101,0.05
2017-04-25,267.76,0.003465,0.05
2017-04-26,266.15,0.005017,0.05
2017-04-27,265.7,0.001982,0.05
2017-04-28,266.37,0.003532,0.05
2017-04-29,267.21,0.003303,0.05
2017-04-30,266.64,0.007254,0.05
2017-05-01,264.85,0.004569,0.05
2017-05-02,266.65,0.001253,0.05
2017-05-03,267.54,0.003823,0.05
2017-05-04,266.93,0.002818,0.05
2017-05-05,268.46,0.001774,0.05
2017-05-06,269.22,0.002096,0.05
2017-05-07,271.04,0.001336,0.05
2017-05-08,270.86,0.00285,0.05
2017-05-09,271.34,0.004013,0.05
2017-05-10,270.91,0.004466,0.05
2017-05-11,271.72,0.00232,0.05
2017-05-12,272.24,0.002299,0.05
2017-05-13,272.81,0.001606,0.05
2017-05-14,273.37,0.00269,0.05
2017-05-15,272.63,0.002822,0.05
2017-05-16,272.77,0.002307,0.05
2017-05-17,272.1,0.002275,0.05
2017-05-18,271.4,0.003602,0.05
2017-05-19,271.45,0.002874,0.05
2017-05-20,271.89,0.004142,0.05
2017-05-21,272.04,0.00422,0.05
2017-05-22,272.33,0.004156,0.05
2017-05-23,271.35,0.002107,0.05
2017-05-24,272.5,0.001396,0.05
2017-05-25,272.92,0.005413,0.05
2017-05-26,272.8,0.006395,0.05
2017-05-27,272.35,0.00498,0.05
2017-05-28,272.19,0.006436,0.05
2017-05-29,272.06,0.006867,0.05
2017-05-30,271.84,0.007921,0.05
2017-05-31,271.92,0.001665,0.05
2017-06-01,273.01,0.003298,0.05
2017-06-02,272.97,0.002046,0.05
2017-06-03,274.94,0.001944,0.05
2017-06-04,275.57,0.000441,0.05
2017-06-05,275.72,0.003872,0.05
2017-06-06,274.55,0.009452,0.05
2017-06-07,274.3,0.004525,0.05
2017-06-08,274.52,0.004211,0.05
2017-06-09,274.48,0.005726,0.05
2017-06-10,273.94,0.006683,0.05
2017-06-11,273.83,0.002333,0.05
2017-06-12,274.35,0.001593,0.05
2017-06-13,274.86,0.0018,0.05
2017-06-14,274.46,0.00339,0.05
2017-06-15,274.61,0.003692,0.05
2017-06-16,273.95,0.005595,0.05
2017-06-17,274.53,0.004189,0.05
2017-06-18,276.26,0.004586,0.05
2017-06-19,275.89,0.004471,0.05
2017-06-20,276.1,0.005957,0.05
2017-06-21,273.45,0.02885,0.05
2017-06-22,274.06,0.00264,0.05
2017-06-23,275.08,0.003477,0.05
2017-06-24,276.25,0.005681,0.05
2017-06-25,276.96,0.005333,0.05
2017-06-26,277.39,0.005221,0.05
2017-06-27,277.5,0.014295,0.05
2017-06-28,276.45,0.018995,0.05
2017-06-29,277.41,0.005791,0.05
2017-06-30,277.51,0.005419,0.05
2017-07-01,277.53,0.009283,0.05
2017-07-02,277.34,0.014792,0.05
2017-07-03,277.64,0.011507,0.05
2017-07-04,277.65,0.019304,0.05
2017-07-05,277.23,0.028477,0.05
2017-07-06,277.04,0.021697,0.05
2017-07-07,277.5,0.006532,0.05
2017-07-08,278.02,0.006936,0.05
2017-07-09,277.05,0.021788,0.05
2017-07-10,276.47,0.010634,0.05
2017-07-11,276.48,0.012178,0.05
2017-07-12,275.91,0.008163,0.05
2017-07-13,276.48,0.005799,0.05
2017-07-14,277.24,0.005644,0.05
2017-07-15,276.78,0.023857,0.05
2017-07-16,277.47,0.012787,0.05
2017-07-17,276.87,0.009102,0.05
2017-07-18,276.62,0.007064,0.05
2017-07-19,276.83,0.005629,0.05
2017-07-20,277.01,0.007468,0.05
2017-07-21,276.66,0.012364,0.05
2017-07-22,276.3,0.017165,0.05
2017-07-23,276.34,0.01151,0.05
2017-07-24,276.1,0.013029,0.05
2017-07-25,276.81,0.009838,0.05
2017-07-26,276.56,0.011173,0.05
2017-07-27,276.85,0.009674,0.05
2017-07-28,276.89,0.008835,0.05
2017-07-29,277.18,0.01366,0.05
2017-07-30,276.55,0.011632,0.05
2017-07-31,277.41,0.007106,0.05
2017-08-01,277.86,0.005243,0.05
2017-08-02,277.84,0.005733,0.05
2017-08-03,277.95,0.014201,0.05
2017-08-04,277.79,0.012928,0.05
2017-08-05,278.0,0.006273,0.05
2017-08-06,278.0,0.008072,0.05
2017-08-07,278.12,0.004931,0.05
2017-08-08,278.17,0.006323,0.05
2017-08-09,277.94,0.025253,0.05
2017-08-10,277.7,0.020427,0.05
2017-08-11,278.4,0.010191,0.05
2017-08-12,277.72,0.02987,0.05
2017-08-13,276.45,0.009599,0.05
2017-08-14,276.52,0.004463,0.05
2017-08-15,277.29,0.004937,0.05
2017-08-16,277.67,0.010615,0.05
2017-08-17,277.18,0.006399,0.05
2017-08-18,277.39,0.00595,0.05
2017-08-19,276.7,0.009148,0.05
2017-08-20,276.58,0.008623,0.05
2017-08-21,276.77,0.00848,0.05
2017-08-22,277.02,0.010192,0.05
2017-08-23,276.3,0.013704,0.05
2017-08-24,275.87,0.006305,0.05
2017-08-25,275.9,0.004568,0.05
2017-08-26,275.89,0.004834,0.05
2017-08-27,275.95,0.011804,0.05
2017-08-28,275.83,0.01081,0.05
2017-08-29,276.13,0.006831,0.05
2017-08-30,276.43,0.004239,0.05
2017-08-31,276.52,0.003127,0.05
2017-09-01,276.22,0.009318,0.05
2017-09-02,275.9,0.011595,0.05
2017-09-03,274.96,0.006635,0.05
2017-09-04,275.2,0.001234,0.05
2017-09-05,275.67,0.002138,0.05
2017-09-06,274.79,0.001875,0.05
2017-09-07,274.81,0.001044,0.05
2017-09-08,275.2,0.000342,0.05
2017-09-09,276.11,0.001235,0.05
2017-09-10,275.59,0.001406,0.05
2017-09-11,275.5,0.002604,0.05
2017-09-12,275.22,0.004509,0.05
2017-09-13,275.26,0.003725,0.05
2017-09-14,275.4,0.002481,0.05
2017-09-15,275.34,0.003919,0.05
2017-09-16,275.26,0.00504,0.05
2017-09-17,275.31,0.003442,0.05
2017-09-18,275.47,0.003266,0.05
2017-09-19,275.96,0.005729,0.05
2017-09-20,275.96,0.012527,0.05
2017-09-21,274.98,0.016194,0.05
2017-09-22,274.16,0.011344,0.05
2017-09-23,274.55,0.001681,0.05
2017-09-24,274.99,0.001918,0.05
2017-09-25,274.72,0.001532,0.05
2017-09-26,275.19,0.001447,0.05
2017-09-27,275.45,0.001994,0.05
2017-09-28,275.04,0.006049,0.05
2017-09-29,274.53,0.00376,0.05
2017-09-30,274.73,0.000537,0.05
2017-10-01,274.58,0.001872,0.05
2017-10-02,273.48,0.003343,0.05
2017-10-03,273.72,0.00055,0.05
2017-10-04,274.51,0.000455,0.05
2017-10-05,274.01,0.000739,0.05
2017-10-06,273.82,0.000344,0.05
2017-10-07,274.3,0.001721,0.05
2017-10-08,273.41,0.003517,0.05
2017-10-09,272.64,0.002426,0.05
2017-10-10,272.27,0.000205,0.05
2017-10-11,272.26,0.000271,0.05
2017-10-12,272.48,0.000453,0.05
2017-10-13,272.23,0.000405,0.05
2017-10-14,270.88,0.000182,0.05
2017-10-15,271.12,0.002109,0.05
2017-10-16,270.89,0.001129,0.05
2017-10-17,272.7,0.00025,0.05
2017-10-18,273.83,0.000463,0.05
2017-10-19,273.69,0.000256,0.05
2017-10-20,272.37,0.000353,0.05
2017-10-21,271.43,0.000208,0.05
2017-10-22,271.46,0.002375,0.05
2017-10-23,268.34,0.001543,0.05
2017-10-24,267.81,0.001839,0.05
2017-10-25,267.97,0.001817,0.05
2017-10-26,268.51,0.001455,0.05
2017-10-27,267.35,0.001827,0.05
2017-10-28,264.52,0.003849,0.05
2017-10-29,262.66,0.002358,0.05
2017-10-30,263.45,0.000551,0.05
2017-10-31,265.23,0.000145,0.05
2017-11-01,266.1,0.000132,0.05
2017-11-02,266.87,0.000112,0.05
2017-11-03,265.11,0.000881,0.05
2017-11-04,265.4,0.000732,0.05
2017-11-05,267.49,0.00026,0.05
2017-11-06,268.62,0.000886,0.05
2017-11-07,267.52,0.000232,0.05
2017-11-08,266.37,0.00083,0.05
2017-11-09,264.57,0.001006,0.05
2017-11-10,265.27,0.000175,0.05
2017-11-11,266.71,0.000449,0.05
2017-11-12,267.73,0.000122,0.05
2017-11-13,267.7,2e-06,0.05
2017-11-14,266.78,9e-06,0.05
2017-11-15,265.45,7e-06,0.05
2017-11-16,265.2,0.001271,0.05
2017-11-17,264.87,0.00065,0.05
2017-11-18,264.8,0.000506,0.05
2017-11-19,264.12,0.00032,0.05
2017-11-20,263.7,0.000272,0.05
2017-11-21,265.25,0.000167,0.05
2017-11-22,263.47,0.000416,0.05
2017-11-23,264.69,9.6e-05,0.05
2017-11-24,265.51,0.000257,0.05
