date,temperature_2m_k,total_precip_m_day,snow_depth_m_we
2016-03-16,258.64,0.000709,0.05
2016-03-17,260.68,0.001685,0.05
2016-03-18,261.15,0.000806,0.05
2016-03-19,261.23,0.000755,0.05
2016-03-20,261.28,0.00127,0.05
2016-03-21,259.99,0.001681,0.05
2016-03-22,258.83,0.000689,0.05
2016-03-23,261.26,0.000213,0.05
2016-03-24,264.58,0.000137,0.05
2016-03-25,267.49,0.000156,0.05
2016-03-26,267.64,0.000319,0.05
2016-03-27,265.14,0.001793,0.05
2016-03-28,260.95,0.011333,0.05
2016-03-29,263.63,0.000649,0.05
2016-03-30,262.96,0.001357,0.05
2016-03-31,262.35,0.001214,0.05
2016-04-01,264.44,0.000319,0.05
2016-04-02,266.92,0.000325,0.05
2016-04-03,267.85,0.00042,0.05
2016-04-04,267.59,0.000755,0.05
2016-04-05,266.37,0.000294,0.05
2016-04-06,265.42,0.000294,0.05
2016-04-07,264.49,0.002973,0.05
2016-04-08,263.21,0.001434,0.05
2016-04-09,264.07,0.001089,0.05
2016-04-10,265.43,0.000886,0.05
2016-04-11,264.75,0.001191,0.05
2016-04-12,264.49,0.001523,0.05
2016-04-13,263.93,0.001301,0.05
2016-04-14,263.35,0.002719,0.05
2016-04-15,266.3,0.001107,0.05
2016-04-16,266.42,0.001018,0.05
2016-04-17,266.99,0.001529,0.05
2016-04-18,266.83,0.001001,0.05
2016-04-19,267.46,0.000423,0.05
2016-04-20,267.28,0.00032,0.05
2016-04-21,266.42,0.000759,0.05
2016-04-22,265.72,0.002091,0.05
2016-04-23,264.22,0.003833,0.05
2016-04-24,263.57,0.002455,0.05
2016-04-25,264.47,0.000506,0.05
2016-04-26,265.71,0.001205,0.05
2016-04-27,265.27,0.001505,0.05
2016-04-28,264.59,0.002381,0.05
2016-04-29,264.66,0.00208,0.05
2016-04-30,264.44,0.001472,0.05
2016-05-01,265.41,0.00106,0.05
2016-05-02,266.86,0.001126,0.05
2016-05-03,266.83,0.000934,0.05
2016-05-04,266.88,0.004073,0.05
2016-05-05,266.38,0.003024,0.05
2016-05-06,266.98,0.003009,0.05
2016-05-07,266.75,0.003928,0.05
2016-05-08,267.4,0.002343,0.05
2016-05-09,268.51,0.002194,0.05
2016-05-10,268.94,0.00251,0.05
2016-05-11,269.33,0.00287,0.05
2016-05-12,269.39,0.004129,0.05
2016-05-13,269.06,0.003365,0.05
2016-05-14,269.66,0.002435,0.05
2016-05-15,269.72,0.002184,0.05
2016-05-16,269.66,0.001739,0.05
2016-05-17,268.68,0.00317,0.05
2016-05-18,269.63,0.00188,0.05
2016-05-19,270.68,0.0074,0.05
2016-05-20,270.53,0.009438,0.05
2016-05-21,270.19,0.0039,0.05
2016-05-22,271.24,0.002245,0.05
2016-05-23,270.62,0.0036,0.05
2016-05-24,270.54,0.007651,0.05
2016-05-25,268.46,0.004771,0.05
2016-05-26,268.27,0.002633,0.05
2016-05-27,270.42,0.002307,0.05
2016-05-28,269.78,0.008702,0.05
2016-05-29,269.23,0.003658,0.05
2016-05-30,269.37,0.001977,0.05
2016-05-31,268.78,0.002683,0.05
2016-06-01,270.7,0.000995,0.05
2016-06-02,270.99,0.003156,0.05
2016-06-03,271.36,0.003004,0.05
2016-06-04,271.68,0.004291,0.05
2016-06-05,272.52,0.003723,0.05
2016-06-06,272.69,0.004472,0.05
2016-06-07,272.39,0.00568,0.05
2016-06-08,272.31,0.001721,0.05
2016-06-09,272.34,0.002986,0.05
2016-06-10,272.8,0.003758,0.05
2016-06-11,272.95,0.004221,0.05
2016-06-12,273.08,0.003618,0.05
2016-06-13,273.5,0.007298,0.05
2016-06-14,274.22,0.005972,0.05
2016-06-15,273.99,0.010284,0.05
2016-06-16,273.71,0.005307,0.05
2016-06-17,274.0,0.004568,0.05
2016-06-18,274.41,0.011246,0.05
2016-06-19,273.55,0.015536,0.05
2016-06-20,274.3,0.005227,0.05
2016-06-21,274.44,0.0069,0.05
2016-06-22,274.25,0.006627,0.05
2016-06-23,274.43,0.007594,0.05
2016-06-24,274.38,0.010984,0.05
2016-06-25,273.84,0.0173,0.05
2016-06-26,274.74,0.012489,0.05
2016-06-27,274.78,0.006643,0.05
2016-06-28,274.74,0.005598,0.05
2016-06-29,274.98,0.006626,0.05
2016-06-30,274.89,0.009503,0.05
2016-07-01,274.04,0.020702,0.05
2016-07-02,273.97,0.011288,0.05
2016-07-03,274.47,0.012471,0.05
2016-07-04,274.6,0.008726,0.05
2016-07-05,274.89,0.020199,0.05
2016-07-06,274.69,0.00592,0.05
2016-07-07,275.02,0.007088,0.05
2016-07-08,275.11,0.005796,0.05
2016-07-09,275.33,0.007145,0.05
2016-07-10,275.09,0.018502,0.05
2016-07-11,274.13,0.013139,0.05
2016-07-12,274.74,0.0045,0.05
2016-07-13,274.98,0.006773,0.05
2016-07-14,275.61,0.011991,0.05
2016-07-15,275.01,0.016271,0.05
2016-07-16,274.76,0.006504,0.05
2016-07-17,274.27,0.010613,0.05
2016-07-18,274.57,0.009705,0.05
2016-07-19,273.91,0.027099,0.05
2016-07-20,274.0,0.02266,0.05
2016-07-21,273.91,0.02621,0.05
2016-07-22,273.61,0.019369,0.05
2016-07-23,273.73,0.012914,0.05
2016-07-24,273.76,0.022029,0.05
2016-07-25,273.48,0.027267,0.05
2016-07-26,273.25,0.021939,0.05
2016-07-27,272.98,0.014112,0.05
2016-07-28,272.9,0.008173,0.05
2016-07-29,273.26,0.006457,0.05
2016-07-30,273.4,0.013652,0.05
2016-07-31,272.95,0.011454,0.05
2016-08-01,272.86,0.004436,0.05
2016-08-02,273.03,0.002988,0.05
2016-08-03,273.44,0.002625,0.05
2016-08-04,274.13,0.00158,0.05
2016-08-05,274.28,0.003271,0.05
2016-08-06,274.4,0.003986,0.05
2016-08-07,274.03,0.003212,0.05
2016-08-08,274.13,0.003935,0.05
2016-08-09,273.62,0.002807,0.05
2016-08-10,273.69,0.002995,0.05
2016-08-11,274.0,0.003794,0.05
2016-08-12,274.26,0.0028,0.05
2016-08-13,274.51,0.00291,0.05
2016-08-14,274.63,0.003762,0.05
2016-08-15,274.31,0.004141,0.05
2016-08-16,274.01,0.00493,0.05
2016-08-17,273.83,0.003341,0.05
2016-08-18,273.97,0.004319,0.05
2016-08-19,273.65,0.004175,0.05
2016-08-20,274.05,0.000341,0.05
2016-08-21,273.79,0.002489,0.05
2016-08-22,273.47,0.002923,0.05
2016-08-23,273.37,0.000909,0.05
2016-08-24,272.98,0.002494,0.05
2016-08-25,272.93,0.001444,0.05
2016-08-26,272.95,0.002772,0.05
2016-08-27,272.62,0.000777,0.05
2016-08-28,273.25,0.001212,0.05
2016-08-29,274.17,0.005255,0.05
2016-08-30,274.02,0.011193,0.05
2016-08-31,274.06,0.019408,0.05
2016-09-01,274.52,0.009146,0.05
2016-09-02,274.5,0.01179,0.05
2016-09-03,273.54,0.033105,0.05
2016-09-04,273.81,0.008396,0.05
2016-09-05,274.11,0.010344,0.05
2016-09-06,273.96,0.005807,0.05
2016-09-07,273.73,0.004229,0.05
2016-09-08,273.7,0.002914,0.05
2016-09-09,273.74,0.002673,0.05
2016-09-10,273.74,0.006052,0.05
2016-09-11,273.38,0.010915,0.05
2016-09-12,272.56,0.0288,0.05
2016-09-13,272.36,0.004551,0.05
2016-09-14,272.76,0.001282,0.05
2016-09-15,272.95,0.001655,0.05
2016-09-16,273.03,0.004293,0.05
2016-09-17,272.78,0.01094,0.05
2016-09-18,272.73,0.001123,0.05
2016-09-19,273.05,0.003365,0.05
2016-09-20,272.69,0.007945,0.05
2016-09-21,272.33,0.011997,0.05
2016-09-22,271.81,0.006117,0.05
2016-09-23,271.14,0.003013,0.05
2016-09-24,271.77,0.010815,0.05
2016-09-25,271.69,0.014464,0.05
2016-09-26,271.82,0.004474,0.05
2016-09-27,271.84,0.002092,0.05
2016-09-28,271.57,0.007563,0.05
2016-09-29,272.05,0.005441,0.05
2016-09-30,272.07,0.002129,0.05
2016-10-01,271.92,0.00199,0.05
2016-10-02,271.51,0.004206,0.05
2016-10-03,271.28,0.000936,0.05
2016-10-04,272.24,0.002159,0.05
2016-10-05,271.93,0.004544,0.05
2016-10-06,271.9,0.003257,0.05
2016-10-07,272.05,0.003119,0.05
2016-10-08,271.84,0.007761,0.05
2016-10-09,271.05,0.004886,0.05
2016-10-10,269.7,0.00611,0.05
2016-10-11,269.63,0.001646,0.05
2016-10-12,269.61,0.000844,0.05
2016-10-13,270.27,0.004723,0.05
2016-10-14,269.64,0.002609,0.05
2016-10-15,269.25,0.000683,0.05
2016-10-16,268.58,0.000743,0.05
2016-10-17,268.75,0.00214,0.05
2016-10-18,268.94,0.001436,0.05
2016-10-19,267.35,0.001653,0.05
2016-10-20,268.75,0.000305,0.05
2016-10-21,267.71,0.000874,0.05
2016-10-22,267.4,0.001403,0.05
2016-10-23,267.69,0.000704,0.05
2016-10-24,268.47,0.000737,0.05
2016-10-25,266.57,0.001287,0.05
2016-10-26,265.4,0.000997,0.05
2016-10-27,264.7,0.000311,0.05
2016-10-28,265.38,0.000898,0.05
2016-10-29,263.5,0.000646,0.05
2016-10-30,263.1,0.000288,0.05
2016-10-31,263.68,0.000251,0.05
2016-11-01,262.9,0.000609,0.05
2016-11-02,262.8,0.000427,0.05
2016-11-03,262.66,0.000377,0.05
2016-11-04,262.39,0.000135,0.05
2016-11-05,263.03,0.000563,0.05
2016-11-06,263.02,0.00035,0.05
2016-11-07,263.21,0.000446,0.05
2016-11-08,265.39,0.000232,0.05
2016-11-09,267.02,3e-06,0.05
2016-11-10,267.04,0.000167,0.05
2016-11-11,266.7,0.000465,0.05
2016-11-12,264.88,0.000608,0.05
2016-11-13,264.16,0.000764,0.05
2016-11-14,263.3,0.001279,0.05
2016-11-15,261.18,0.001913,0.05
2016-11-16,260.57,0.000362,0.05
2016-11-17,261.72,1.3e-05,0.05
2016-11-18,263.22,8e-05,0.05
2016-11-19,263.24,0.000101,0.05
2016-11-20,263.84,0.000104,0.05
2016-11-21,264.44,3.5e-05,0.05
2016-11-22,265.8,5.4e-05,0.05
2016-11-23,264.67,8.9e-05,0.05
2016-11-24,264.53,6.8e-05,0.05
2016-11-25,264.06,2.5e-05,0.05
2016-11-26,264.45,2.1e-05,0.05
2016-11-27,264.92,0.000164,0.05
2016-11-28,264.57,0.000116,0.05
2016-11-29,264.31,8.7e-05,0.05
2016-11-30,264.44,0.000475,0.05
2016-12-01,262.89,0.000607,0.05
2016-12-02,262.13,0.000732,0.05
2016-12-03,261.1,2e-06,0.05
2016-12-04,263.08,1e-06,0.05
2016-12-05,263.56,6.4e-05,0.05
2016-12-06,264.08,1e-06,0.05
2016-12-07,265.5,1e-06,0.05
2016-12-08,265.15,5e-06,0.05
2016-12-09,265.26,3e-06,0.05
2016-12-10,266.23,6e-06,0.05
2016-12-11,265.74,2.3e-05,0.05
2016-12-12,266.54,2.6e-05,0.05
2016-12-13,265.67,0.000148,0.05
2016-12-14,263.01,0.000954,0.05
2016-12-15,263.75,3.5e-05,0.05
2016-12-16,264.9,5.6e-05,0.05
2016-12-17,265.17,0.000147,0.05
2016-12-18,264.93,0.000113,0.05
2016-12-19,266.38,9.4e-05,0.05
2016-12-20,268.04,4e-06,0.05
2016-12-21,267.85,3e-06,0.05
2016-12-22,266.61,0.000144,0.05
2016-12-23,265.43,0.000558,0.05
2016-12-24,262.84,0.001178,0.05
2016-12-25,259.2,0.003577,0.05
2016-12-26,256.87,0.001492,0.05
2016-12-27,259.47,2.4e-05,0.05
2016-12-28,261.32,9.1e-05,0.05
2016-12-29,260.95,0.000329,0.05
2016-12-30,258.89,0.000871,0.05
2016-12-31,256.72,0.000811,0.05
2017-01-01,255.85,0.003254,0.05
2017-01-02,253.94,0.001016,0.05
2017-01-03,254.0,0.00025,0.05
2017-01-04,254.57,0.000336,0.05
2017-01-05,253.45,0.000537,0.05
2017-01-06,255.57,0.00033,0.05
2017-01-07,254.46,0.001201,0.05
2017-01-08,254.4,0.00131,0.05
2017-01-09,253.58,0.001922,0.05
2017-01-10,252.34,0.001912,0.05
2017-01-11,251.72,0.00127,0.05
2017-01-12,250.76,0.000592,0.05
2017-01-13,250.4,0.000676,0.05
2017-01-14,254.66,0.000199,0.05
2017-01-15,255.32,0.001111,0.05
2017-01-16,255.68,0.001617,0.05
2017-01-17,255.24,0.001394,0.05
2017-01-18,254.84,0.001086,0.05
2017-01-19,255.85,0.001475,0.05
2017-01-20,258.11,0.000387,0.05
2017-01-21,259.63,0.000298,0.05
2017-01-22,258.81,0.000958,0.05
2017-01-23,258.13,0.000374,0.05
2017-01-24,260.47,1.6e-05,0.05
2017-01-25,260.79,0.0004,0.05
2017-01-26,260.13,0.003281,0.05
2017-01-27,257.27,0.01798,0.05
2017-01-28,254.67,5e-05,0.05
2017-01-29,257.2,0.00019,0.05
2017-01-30,256.42,0.000401,0.05
2017-01-31,255.4,0.001101,0.05
2017-02-01,254.56,0.000128,0.05
2017-02-02,256.32,9.9e-05,0.05
2017-02-03,260.24,1e-06,0.05
2017-02-04,262.74,3e-06,0.05
2017-02-05,260.53,0.001108,0.05
2017-02-06,257.09,0.002506,0.05
2017-02-07,258.32,0.000336,0.05
2017-02-08,259.32,0.000539,0.05
2017-02-09,257.15,0.001834,0.05
2017-02-10,256.76,0.000913,0.05
2017-02-11,256.94,0.000816,0.05
2017-02-12,256.2,0.001239,0.05
2017-02-13,255.85,0.000372,0.05
2017-02-14,256.41,8.3e-05,0.05
2017-02-15,259.08,3.6e-05,0.05
2017-02-16,260.78,0.000123,0.05
2017-02-17,263.25,3.8e-05,0.05
2017-02-18,264.11,5.5e-05,0.05
2017-02-19,264.61,0.000906,0.05
2017-02-20,260.78,0.00124,0.05
2017-02-21,258.35,0.001819,0.05
2017-02-22,257.99,0.002946,0.05
2017-02-23,258.34,0.001083,0.05
2017-02-24,259.64,0.000349,0.05
2017-02-25,261.0,0.000816,0.05
2017-02-26,260.48,0.000649,0.05
2017-02-27,260.55,0.000413,0.05
2017-02-28,261.45,0.000448,0.05
2017-03-01,260.62,0.000904,0.05
2017-03-02,258.21,0.001183,0.05
2017-03-03,258.07,0.002297,0.05
2017-03-04,256.98,0.002327,0.05
2017-03-05,256.04,0.001772,0.05
2017-03-06,256.52,0.002207,0.05
2017-03-07,257.48,0.002332,0.05
2017-03-08,256.76,0.002798,0.05
2017-03-09,257.03,0.003736,0.05
2017-03-10,258.11,0.020685,0.05
2017-03-11,256.99,0.019707,0.05
2017-03-12,253.22,0.001629,0.05
2017-03-13,256.42,0.001133,0.05
2017-03-14,254.88,0.001156,0.05
2017-03-15,257.79,0.00052,0.05
2017-03-16,256.51,0.000461,0.05
2017-03-17,255.1,0.001054,0.05
2017-03-18,253.12,0.000951,0.05
2017-03-19,255.6,0.001339,0.05
2017-03-20,256.11,0.000942,0.05
2017-03-21,259.99,1.2e-05,0.05
2017-03-22,263.8,1.8e-05,0.05
2017-03-23,263.44,0.000117,0.05
2017-03-24,262.0,0.000356,0.05
2017-03-25,263.25,0.000468,0.05
2017-03-26,263.37,0.000302,0.05
2017-03-27,265.53,0.000929,0.05
2017-03-28,266.19,0.000711,0.05
2017-03-29,266.55,0.000745,0.05
2017-03-30,266.89,0.000608,0.05
2017-03-31,266.75,0.000492,0.05
2017-04-01,265.46,0.001067,0.05
2017-04-02,263.33,0.000344,0.05
2017-04-03,263.09,0.001197,0.05
2017-04-04,264.39,0.000321,0.05
2017-04-05,264.61,0.001623,0.05
2017-04-06,265.37,0.001106,0.05
2017-04-07,264.36,0.00104,0.05
2017-04-08,262.37,0.001736,0.05
2017-04-09,261.95,0.000913,0.05
2017-04-10,260.95,0.002005,0.05
2017-04-11,262.35,0.000783,0.05
2017-04-12,262.95,0.000679,0.05
2017-04-13,263.31,0.001402,0.05
2017-04-14,264.41,0.003347,0.05
2017-04-15,263.99,0.002391,0.05
2017-04-16,263.59,0.000225,0.05
2017-04-17,266.38,0.000454,0.05
2017-04-18,269.12,0.000374,0.05
2017-04-19,268.37,0.002489,0.05
2017-04-20,268.62,0.001922,0.05
2017-04-21,269.25,0.001881,0.05
2017-04-22,269.19,0.002469,0.05
2017-04-23,268.06,0.003675,0.05
2017-04-24,267.99,0.001514,0.05
2017-04-25,266.44,0.00309,0.05
2017-04-26,265.45,0.002946,0.05
2017-04-27,264.13,0.003558,0.05
2017-04-28,264.65,0.002364,0.05
2017-04-29,265.79,0.001169,0.05
2017-04-30,265.36,0.002515,0.05
2017-05-01,264.48,0.00376,0.05
2017-05-02,265.4,0.00092,0.05
2017-05-03,266.65,0.002337,0.05
2017-05-04,265.68,0.001987,0.05
2017-05-05,266.64,0.00119,0.05
2017-05-06,267.19,0.001525,0.05
2017-05-07,267.95,0.001257,0.05
2017-05-08,268.86,0.001823,0.05
2017-05-09,268.59,0.005728,0.05
2017-05-10,267.8,0.003887,0.05
2017-05-11,269.1,0.003244,0.05
2017-05-12,269.73,0.00362,0.05
2017-05-13,269.8,0.002534,0.05
2017-05-14,270.12,0.003949,0.05
2017-05-15,269.63,0.004905,0.05
2017-05-16,269.59,0.003941,0.05
2017-05-17,268.95,0.003453,0.05
2017-05-18,269.35,0.001845,0.05
2017-05-19,269.01,0.003152,0.05
2017-05-20,269.41,0.002934,0.05
2017-05-21,269.25,0.001489,0.05
2017-05-22,269.93,0.002033,0.05
2017-05-23,269.76,0.003062,0.05
2017-05-24,269.65,0.002534,0.05
2017-05-25,270.59,0.002344,0.05
2017-05-26,270.54,0.005662,0.05
2017-05-27,270.21,0.00828,0.05
2017-05-28,269.97,0.005001,0.05
2017-05-29,269.64,0.003243,0.05
2017-05-30,270.45,0.003178,0.05
2017-05-31,270.25,0.004283,0.05
2017-06-01,270.9,0.003445,0.05
2017-06-02,270.31,0.003205,0.05
2017-06-03,271.01,0.00114,0.05
2017-06-04,271.45,0.000441,0.05
2017-06-05,272.24,0.003675,0.05
2017-06-06,271.68,0.001823,0.05
2017-06-07,271.97,0.00306,0.05
2017-06-08,272.09,0.004056,0.05
2017-06-09,272.54,0.005029,0.05
2017-06-10,272.33,0.003386,0.05
2017-06-11,272.48,0.001184,0.05
2017-06-12,272.87,0.002849,0.05
2017-06-13,272.97,0.004641,0.05
2017-06-14,272.97,0.004068,0.05
2017-06-15,272.67,0.004375,0.05
2017-06-16,272.51,0.005763,0.05
2017-06-17,272.44,0.002654,0.05
2017-06-18,273.33,0.002398,0.05
2017-06-19,273.93,0.009057,0.05
2017-06-20,273.56,0.004824,0.05
2017-06-21,273.54,0.006196,0.05
2017-06-22,273.06,0.013902,0.05
2017-06-23,273.56,0.004135,0.05
2017-06-24,273.55,0.007114,0.05
2017-06-25,274.14,0.003349,0.05
2017-06-26,274.4,0.00568,0.05
2017-06-27,274.75,0.007079,0.05
2017-06-28,274.21,0.006879,0.05
2017-06-29,274.72,0.006251,0.05
2017-06-30,274.67,0.005611,0.05
2017-07-01,274.66,0.015176,0.05
2017-07-02,274.78,0.009836,0.05
2017-07-03,274.75,0.016831,0.05
2017-07-04,274.56,0.027515,0.05
2017-07-05,274.43,0.018319,0.05
2017-07-06,274.43,0.005665,0.05
2017-07-07,274.72,0.003649,0.05
2017-07-08,275.18,0.016019,0.05
2017-07-09,273.62,0.053836,0.05
2017-07-10,273.1,0.044032,0.05
2017-07-11,272.88,0.013385,0.05
2017-07-12,273.03,0.00374,0.05
2017-07-13,273.5,0.002011,0.05
2017-07-14,274.0,0.003556,0.05
2017-07-15,273.72,0.003609,0.05
2017-07-16,273.79,0.003973,0.05
2017-07-17,274.15,0.004522,0.05
2017-07-18,273.98,0.003635,0.05
2017-07-19,273.96,0.003217,0.05
2017-07-20,274.26,0.003394,0.05
2017-07-21,274.46,0.005147,0.05
2017-07-22,273.71,0.004265,0.05
2017-07-23,274.06,0.004359,0.05
2017-07-24,274.28,0.004262,0.05
2017-07-25,274.3,0.003799,0.05
2017-07-26,273.5,0.003804,0.05
2017-07-27,273.54,0.002293,0.05
2017-07-28,274.47,0.005064,0.05
2017-07-29,274.3,0.013835,0.05
2017-07-30,273.68,0.010048,0.05
2017-07-31,274.17,0.003896,0.05
2017-08-01,274.85,0.004473,0.05
2017-08-02,275.14,0.01024,0.05
2017-08-03,275.28,0.015679,0.05
2017-08-04,275.17,0.003943,0.05
2017-08-05,275.1,0.002617,0.05
2017-08-06,275.03,0.002262,0.05
2017-08-07,275.19,0.003085,0.05
2017-08-08,275.45,0.01466,0.05
2017-08-09,274.56,0.025149,0.05
2017-08-10,274.92,0.004914,0.05
2017-08-11,275.36,0.027064,0.05
2017-08-12,273.37,0.050203,0.05
2017-08-13,273.57,0.012568,0.05
2017-08-14,273.81,0.007784,0.05
2017-08-15,274.39,0.002577,0.05
2017-08-16,274.52,0.007662,0.05
2017-08-17,274.67,0.006197,0.05
2017-08-18,274.05,0.017163,0.05
2017-08-19,273.84,0.008165,0.05
2017-08-20,273.87,0.009195,0.05
2017-08-21,273.56,0.006153,0.05
2017-08-22,273.77,0.005276,0.05
2017-08-23,273.58,0.003422,0.05
2017-08-24,272.82,0.002629,0.05
2017-08-25,273.27,0.001933,0.05
2017-08-26,273.58,0.002838,0.05
2017-08-27,273.54,0.005958,0.05
2017-08-28,273.73,0.003695,0.05
2017-08-29,273.29,0.00265,0.05
2017-08-30,273.79,0.002149,0.05
2017-08-31,274.17,0.00675,0.05
2017-09-01,273.99,0.019269,0.05
2017-09-02,273.36,0.015321,0.05
2017-09-03,273.19,0.004616,0.05
2017-09-04,272.69,0.001222,0.05
2017-09-05,273.63,0.002352,0.05
2017-09-06,273.02,0.000877,0.05
2017-09-07,272.65,0.000827,0.05
2017-09-08,272.93,0.000667,0.05
2017-09-09,273.01,0.001236,0.05
2017-09-10,272.9,0.003429,0.05
2017-09-11,273.01,0.004991,0.05
2017-09-12,272.89,0.003707,0.05
2017-09-13,273.18,0.003225,0.05
2017-09-14,273.02,0.001897,0.05
2017-09-15,272.86,0.001096,0.05
2017-09-16,272.95,0.001541,0.05
2017-09-17,273.2,0.002161,0.05
2017-09-18,273.31,0.0023,0.05
2017-09-19,273.47,0.002971,0.05
2017-09-20,273.58,0.013849,0.05
2017-09-21,272.21,0.008489,0.05
2017-09-22,272.35,0.002795,0.05
2017-09-23,272.75,0.001045,0.05
2017-09-24,272.82,0.000954,0.05
2017-09-25,272.17,0.000894,0.05
2017-09-26,272.18,0.000719,0.05
2017-09-27,272.92,0.001609,0.05
2017-09-28,272.37,0.003393,0.05
2017-09-29,272.27,0.002777,0.05
2017-09-30,272.69,0.0019,0.05
2017-10-01,272.45,0.00786,0.05
2017-10-02,271.43,0.004301,0.05
2017-10-03,271.36,0.000769,0.05
2017-10-04,271.64,0.001145,0.05
2017-10-05,271.83,0.000945,0.05
2017-10-06,271.46,0.002117,0.05
2017-10-07,271.6,0.001191,0.05
2017-10-08,271.07,0.001133,0.05
2017-10-09,270.02,0.000422,0.05
2017-10-10,271.57,0.011612,0.05
2017-10-11,270.85,0.006938,0.05
2017-10-12,270.57,0.000724,0.05
2017-10-13,269.68,0.001139,0.05
2017-10-14,269.08,0.002117,0.05
2017-10-15,268.79,0.000694,0.05
2017-10-16,268.49,0.000168,0.05
2017-10-17,270.02,0.000136,0.05
2017-10-18,270.47,4.5e-05,0.05
2017-10-19,270.95,0.000115,0.05
2017-10-20,269.91,0.000503,0.05
2017-10-21,269.53,0.002498,0.05
2017-10-22,269.76,0.00174,0.05
2017-10-23,266.58,0.002998,0.05
2017-10-24,265.72,0.002476,0.05
2017-10-25,265.39,0.001037,0.05
2017-10-26,266.52,0.00084,0.05
2017-10-27,265.32,0.000618,0.05
2017-10-28,263.2,0.002153,0.05
2017-10-29,261.55,0.001003,0.05
2017-10-30,261.57,0.001456,0.05
2017-10-31,262.61,0.00021,0.05
2017-11-01,262.7,0.000292,0.05
2017-11-02,262.92,0.000383,0.05
2017-11-03,262.1,0.000641,0.05
2017-11-04,261.71,0.000745,0.05
2017-11-05,263.2,0.000272,0.05
2017-11-06,263.94,0.000257,0.05
2017-11-07,263.75,8.1e-05,0.05
2017-11-08,262.56,0.000581,0.05
2017-11-09,262.03,0.000668,0.05
2017-11-10,261.99,0.000176,0.05
2017-11-11,263.05,0.000125,0.05
2017-11-12,263.95,0.000173,0.05
2017-11-13,264.87,0.000405,0.05
2017-11-14,264.63,0.000513,0.05
2017-11-15,264.02,0.000471,0.05
2017-11-16,263.86,0.000915,0.05
2017-11-17,263.31,0.001142,0.05
2017-11-18,262.94,0.001106,0.05
2017-11-19,262.23,0.001024,0.05
2017-11-20,261.93,0.001339,0.05
2017-11-21,262.49,0.001159,0.05
2017-11-22,260.25,0.001655,0.05
2017-11-23,260.76,0.000355,0.05
