date,lst_kelvin,lst_anomaly_kelvin,qa_passed
2016-04-03,269.13,0.03,1
2016-04-04,272.58,3.29,1
2016-04-05,276.76,7.28,1
2016-04-06,268.81,-0.87,1
2016-04-07,271.29,1.43,1
2016-04-08,NaN,NaN,0
2016-04-09,268.4,-1.84,1
2016-04-10,272.8,2.37,1
2016-04-11,270.5,-0.11,1
2016-04-12,266.58,-4.22,1
2016-04-13,270.88,-0.1,1
2016-04-14,273.0,1.84,1
2016-04-15,NaN,NaN,0
2016-04-16,275.86,4.34,1
2016-04-17,268.98,-2.72,1
2016-04-18,275.66,3.79,1
2016-04-19,270.27,-1.78,1
2016-04-20,270.67,-1.55,1
2016-04-21,273.61,1.22,1
2016-04-22,267.82,-4.74,1
2016-04-23,271.66,-1.07,1
2016-04-24,279.66,6.77,1
2016-04-25,273.06,0.0,1
2016-04-26,270.57,-2.65,1
2016-04-27,275.04,1.66,1
2016-04-28,273.48,-0.06,1
2016-04-29,272.13,-1.56,1
2016-04-30,269.64,-4.21,1
2016-05-01,273.41,-0.59,1
2016-05-02,270.22,-3.93,1
2016-05-03,270.91,-3.38,1
2016-05-04,278.08,3.64,1
2016-05-05,270.07,-4.51,1
2016-05-06,273.55,-1.17,1
2016-05-07,275.97,1.11,1
2016-05-08,275.13,0.14,1
2016-05-09,274.53,-0.59,1
2016-05-10,272.99,-2.26,1
2016-05-11,275.91,0.53,1
2016-05-12,NaN,NaN,0
2016-05-13,NaN,NaN,0
2016-05-14,277.26,1.51,1
2016-05-15,NaN,NaN,0
2016-05-16,277.21,1.23,1
2016-05-17,276.02,-0.07,1
2016-05-18,279.29,3.1,1
2016-05-19,NaN,NaN,0
2016-05-20,275.82,-0.58,1
2016-05-21,274.39,-2.11,1
2016-05-22,278.18,1.58,1
2016-05-23,276.72,0.03,1
2016-05-24,273.2,-3.58,1
2016-05-25,NaN,NaN,0
2016-05-26,280.97,4.02,1
2016-05-27,275.36,-1.67,1
2016-05-28,280.1,2.99,1
2016-05-29,276.02,-1.17,1
2016-05-30,NaN,NaN,0
2016-05-31,277.34,0.01,1
2016-06-01,279.67,2.28,1
2016-06-02,NaN,NaN,0
2016-06-03,278.47,0.96,1
2016-06-04,277.31,-0.26,1
2016-06-05,281.15,3.53,1
2016-06-06,NaN,NaN,0
2016-06-07,277.23,-0.48,1
2016-06-08,275.63,-2.13,1
2016-06-09,NaN,NaN,0
2016-06-10,278.85,1.02,1
2016-06-11,277.81,-0.05,1
2016-06-12,274.78,-3.11,1
2016-06-13,276.35,-1.57,1
2016-06-14,277.29,-0.65,1
2016-06-15,282.53,4.57,1
2016-06-16,275.81,-2.16,1
2016-06-17,278.88,0.9,1
2016-06-18,278.02,0.03,1
2016-06-19,276.84,-1.16,1
2016-06-20,275.98,-2.02,1
2016-06-21,276.82,-1.18,1
2016-06-22,278.68,0.69,1
2016-06-23,283.62,5.64,1
2016-06-24,281.44,3.47,1
2016-06-25,277.75,-0.21,1
2016-06-26,278.38,0.44,1
2016-06-27,277.28,-0.64,1
2016-06-28,278.15,0.26,1
2016-06-29,277.32,-0.54,1
2016-06-30,278.4,0.57,1
2016-07-01,282.17,4.38,1
2016-07-02,278.0,0.24,1
2016-07-03,270.2,-7.51,1
2016-07-04,NaN,NaN,0
2016-07-05,273.65,-3.97,1
2016-07-06,277.39,-0.18,1
2016-07-07,277.69,0.18,1
2016-07-08,276.2,-1.25,1
2016-07-09,NaN,NaN,0
2016-07-10,282.04,4.71,1
2016-07-11,279.04,1.78,1
2016-07-12,NaN,NaN,0
2016-07-13,276.99,-0.12,1
2016-07-14,275.67,-1.36,1
2016-07-15,281.08,4.13,1
2016-07-16,275.45,-1.42,1
2016-07-17,275.51,-1.27,1
2016-07-18,NaN,NaN,0
2016-07-19,279.39,2.79,1
2016-07-20,271.7,-4.8,1
2016-07-21,280.5,4.1,1
2016-07-22,275.98,-0.32,1
2016-07-23,274.36,-1.83,1
2016-07-24,NaN,NaN,0
2016-07-25,274.25,-1.73,1
2016-07-26,277.23,1.37,1
2016-07-27,276.25,0.5,1
2016-07-28,276.08,0.45,1
2016-07-29,275.6,0.1,1
2016-07-30,277.08,1.7,1
2016-07-31,275.19,-0.06,1
2016-08-01,276.96,1.84,1
2016-08-02,276.81,1.82,1
2016-08-03,275.79,0.93,1
2016-08-04,277.74,3.02,1
2016-08-05,278.29,3.71,1
2016-08-06,274.96,0.52,1
2016-08-07,278.81,4.52,1
2016-08-08,273.94,-0.21,1
2016-08-09,272.17,-1.83,1
2016-08-10,273.82,-0.03,1
2016-08-11,NaN,NaN,0
2016-08-12,272.4,-1.14,1
2016-08-13,NaN,NaN,0
2016-08-14,271.0,-2.22,1
2016-08-15,NaN,NaN,0
2016-08-16,271.56,-1.33,1
2016-08-17,272.31,-0.42,1
2016-08-18,271.99,-0.57,1
2016-08-19,NaN,NaN,0
2016-08-20,NaN,NaN,0
2016-08-21,275.26,3.21,1
2016-08-22,270.28,-1.59,1
2016-08-23,269.15,-2.55,1
2016-08-24,270.86,-0.66,1
2016-08-25,270.13,-1.21,1
2016-08-26,272.35,1.19,1
2016-08-27,272.03,1.05,1
2016-08-28,271.23,0.43,1
2016-08-29,272.53,1.92,1
2016-08-30,270.83,0.4,1
2016-08-31,269.05,-1.19,1
2016-09-01,271.37,1.32,1
2016-09-02,268.06,-1.8,1
2016-09-03,266.3,-3.38,1
2016-09-04,269.13,-0.35,1
2016-09-05,NaN,NaN,0
2016-09-06,NaN,NaN,0
2016-09-07,266.39,-2.52,1
2016-09-08,262.93,-5.78,1
2016-09-09,272.96,4.44,1
2016-09-10,266.47,-1.85,1
2016-09-11,268.7,0.57,1
2016-09-12,272.34,4.41,1
2016-09-13,264.58,-3.15,1
2016-09-14,270.99,3.45,1
2016-09-15,NaN,NaN,0
2016-09-16,NaN,NaN,0
2016-09-17,270.71,3.76,1
2016-09-18,263.6,-3.15,1
2016-09-19,263.51,-3.04,1
2016-09-20,263.02,-3.33,1
2016-09-21,267.64,1.49,1
2016-09-22,264.23,-1.73,1
2016-09-23,264.08,-1.68,1
2016-09-24,268.66,3.1,1
2016-09-25,NaN,NaN,0
2016-09-26,264.02,-1.15,1
2016-09-27,260.96,-4.01,1
2016-09-28,262.12,-2.65,1
2016-09-29,261.99,-2.59,1
2016-09-30,264.41,0.03,1
2016-10-01,263.14,-1.05,1
2016-10-02,264.11,0.11,1
2016-10-03,262.92,-0.88,1
2016-10-04,264.07,0.46,1
2016-10-05,259.47,-3.95,1
2016-10-06,262.62,-0.61,1
2016-10-07,262.26,-0.78,1
2016-10-08,261.3,-1.55,1
2016-10-09,263.49,0.82,1
2016-10-10,260.93,-1.55,1
2016-10-11,262.08,-0.21,1
2016-10-12,262.29,0.18,1
2016-10-13,263.71,1.78,1
2016-10-14,261.55,-0.2,1
2016-10-15,263.63,2.06,1
2016-10-16,NaN,NaN,0
2016-10-17,261.18,-0.03,1
2016-10-18,265.45,4.41,1
2016-10-19,257.74,-3.12,1
2016-10-20,258.4,-2.29,1
2016-10-21,264.16,3.64,1
2016-10-22,258.77,-1.58,1
2016-10-23,260.79,0.6,1
2016-10-24,NaN,NaN,0
2016-10-25,261.94,2.08,1
2016-10-26,NaN,NaN,0
2016-10-27,259.66,0.12,1
2016-10-28,261.03,1.64,1
2016-10-29,NaN,NaN,0
2016-10-30,261.51,2.43,1
2016-10-31,262.76,3.83,1
2016-11-01,NaN,NaN,0
2016-11-02,257.37,-1.26,1
2016-11-03,256.0,-2.49,1
2016-11-04,263.33,4.98,1
2016-11-05,257.7,-0.51,1
2016-11-06,256.01,-2.07,1
2016-11-07,NaN,NaN,0
2016-11-08,257.6,-0.21,1
2016-11-09,254.08,-3.6,1
2016-11-10,258.58,1.02,1
2016-11-11,255.21,-2.22,1
2016-11-12,258.12,0.81,1
2016-11-13,NaN,NaN,0
2016-11-14,254.06,-3.02,1
2016-11-15,261.42,4.45,1
2016-11-16,259.76,2.9,1
2016-11-17,NaN,NaN,0
2016-11-18,NaN,NaN,0
2016-11-19,259.1,2.55,1
2016-11-20,NaN,NaN,0
2016-11-21,258.16,1.8,1
2016-11-22,251.52,-4.74,1
2016-11-23,255.52,-0.66,1
2016-11-24,257.66,1.57,1
2016-11-25,251.29,-4.72,1
2016-11-26,257.62,1.69,1
2016-11-27,NaN,NaN,0
2016-11-28,249.61,-6.17,1
2016-11-29,256.24,0.53,1
2016-11-30,NaN,NaN,0
2016-12-01,257.22,1.64,1
2016-12-02,253.66,-1.86,1
2016-12-03,251.2,-4.26,1
2016-12-04,252.51,-2.9,1
2016-12-05,NaN,NaN,0
2016-12-06,254.37,-0.94,1
2016-12-07,259.25,3.98,1
2016-12-08,253.45,-1.77,1
2016-12-09,253.45,-1.74,1
2016-12-10,256.24,1.09,1
2016-12-11,255.16,0.04,1
2016-12-12,252.41,-2.69,1
2016-12-13,257.3,2.23,1
2016-12-14,251.86,-3.19,1
2016-12-15,251.45,-3.58,1
2016-12-16,NaN,NaN,0
2016-12-17,257.07,2.06,1
2016-12-18,253.75,-1.25,1
2016-12-19,252.87,-2.13,1
2016-12-20,253.83,-1.17,1
2016-12-21,254.59,-0.41,1
2016-12-22,257.23,2.22,1
2016-12-23,254.1,-0.92,1
2016-12-24,253.32,-1.71,1
2016-12-25,255.05,0.0,1
2016-12-26,256.53,1.46,1
2016-12-27,255.47,0.37,1
2016-12-28,NaN,NaN,0
2016-12-29,257.53,2.38,1
2016-12-30,NaN,NaN,0
2016-12-31,257.63,2.41,1
2017-01-01,NaN,NaN,0
2017-01-02,255.81,0.54,1
2017-01-03,251.16,-4.15,1
2017-01-04,254.38,-0.98,1
2017-01-05,NaN,NaN,0
2017-01-06,254.16,-1.3,1
2017-01-07,NaN,NaN,0
2017-01-08,254.89,-0.69,1
2017-01-09,249.2,-6.44,1
2017-01-10,255.11,-0.6,1
2017-01-11,254.2,-1.58,1
2017-01-12,256.31,0.46,1
2017-01-13,251.49,-4.44,1
2017-01-14,253.56,-2.45,1
2017-01-15,NaN,NaN,0
2017-01-16,NaN,NaN,0
2017-01-17,NaN,NaN,0
2017-01-18,257.13,0.77,1
2017-01-19,258.83,2.38,1
2017-01-20,255.83,-0.72,1
2017-01-21,255.86,-0.79,1
2017-01-22,256.73,-0.02,1
2017-01-23,254.2,-2.66,1
2017-01-24,254.41,-2.56,1
2017-01-25,254.3,-2.78,1
2017-01-26,255.79,-1.41,1
2017-01-27,259.78,2.47,1
2017-01-28,256.24,-1.19,1
2017-01-29,255.71,-1.85,1
2017-01-30,NaN,NaN,0
2017-01-31,258.11,0.3,1
2017-02-01,253.22,-4.72,1
2017-02-02,259.23,1.15,1
2017-02-03,255.79,-2.42,1
2017-02-04,260.39,2.04,1
2017-02-05,263.11,4.62,1
2017-02-06,259.97,1.34,1
2017-02-07,254.91,-3.87,1
2017-02-08,257.11,-1.82,1
2017-02-09,260.74,1.66,1
2017-02-10,259.02,-0.21,1
2017-02-11,NaN,NaN,0
2017-02-12,262.8,3.26,1
2017-02-13,258.26,-1.44,1
2017-02-14,260.74,0.88,1
2017-02-15,258.72,-1.3,1
2017-02-16,254.04,-6.15,1
2017-02-17,260.93,0.58,1
2017-02-18,257.72,-2.8,1
2017-02-19,258.25,-2.44,1
2017-02-20,NaN,NaN,0
2017-02-21,263.24,2.2,1
2017-02-22,NaN,NaN,0
2017-02-23,256.72,-4.67,1
2017-02-24,262.27,0.7,1
2017-02-25,262.3,0.55,1
2017-02-26,263.16,1.23,1
2017-02-27,262.39,0.28,1
2017-02-28,262.5,0.21,1
2017-03-01,NaN,NaN,0
2017-03-02,265.48,2.81,1
2017-03-03,265.24,2.39,1
2017-03-04,265.54,2.5,1
2017-03-05,NaN,NaN,0
2017-03-06,NaN,NaN,0
2017-03-07,263.15,-0.46,1
2017-03-08,262.53,-1.27,1
2017-03-09,262.52,-1.48,1
2017-03-10,264.77,0.58,1
2017-03-11,261.35,-3.03,1
2017-03-12,261.28,-3.3,1
2017-03-13,NaN,NaN,0
2017-03-14,262.85,-2.12,1
2017-03-15,265.64,0.47,1
2017-03-16,262.61,-2.75,1
2017-03-17,264.67,-0.89,1
2017-03-18,266.64,0.88,1
2017-03-19,265.3,-0.66,1
2017-03-20,266.28,0.13,1
2017-03-21,268.64,2.29,1
2017-03-22,263.41,-3.14,1
2017-03-23,271.31,4.56,1
2017-03-24,263.22,-3.73,1
2017-03-25,263.59,-3.55,1
2017-03-26,262.2,-5.14,1
2017-03-27,263.23,-4.31,1
2017-03-28,266.79,-0.94,1
2017-03-29,269.19,1.26,1
2017-03-30,267.85,-0.28,1
2017-03-31,266.91,-1.41,1
2017-04-01,264.58,-3.94,1
2017-04-02,267.7,-1.01,1
2017-04-03,267.88,-1.03,1
2017-04-04,271.57,2.47,1
2017-04-05,267.94,-1.35,1
2017-04-06,270.05,0.57,1
2017-04-07,NaN,NaN,0
2017-04-08,271.3,1.44,1
2017-04-09,268.76,-1.29,1
2017-04-10,268.97,-1.27,1
2017-04-11,271.98,1.55,1
2017-04-12,274.03,3.42,1
2017-04-13,275.18,4.38,1
2017-04-14,269.79,-1.19,1
2017-04-15,271.01,-0.15,1
2017-04-16,277.31,5.97,1
2017-04-17,275.3,3.78,1
2017-04-18,272.66,0.96,1
2017-04-19,273.68,1.81,1
2017-04-20,269.73,-2.32,1
2017-04-21,NaN,NaN,0
2017-04-22,271.28,-1.11,1
2017-04-23,274.0,1.44,1
2017-04-24,NaN,NaN,0
2017-04-25,270.16,-2.73,1
2017-04-26,270.87,-2.19,1
2017-04-27,272.1,-1.12,1
2017-04-28,276.27,2.89,1
2017-04-29,272.18,-1.36,1
2017-04-30,275.88,2.19,1
2017-05-01,275.21,1.36,1
2017-05-02,271.58,-2.42,1
2017-05-03,275.89,1.74,1
2017-05-04,274.68,0.39,1
2017-05-05,NaN,NaN,0
2017-05-06,277.42,2.84,1
2017-05-07,274.29,-0.43,1
2017-05-08,273.52,-1.34,1
2017-05-09,273.59,-1.4,1
2017-05-10,277.05,1.93,1
2017-05-11,273.75,-1.5,1
2017-05-12,279.66,4.28,1
2017-05-13,275.42,-0.08,1
2017-05-14,276.61,0.98,1
2017-05-15,277.74,1.99,1
2017-05-16,279.4,3.54,1
2017-05-17,273.91,-2.07,1
2017-05-18,276.97,0.88,1
2017-05-19,NaN,NaN,0
2017-05-20,NaN,NaN,0
2017-05-21,NaN,NaN,0
2017-05-22,275.71,-0.79,1
2017-05-23,279.18,2.58,1
2017-05-24,278.76,2.07,1
2017-05-25,NaN,NaN,0
2017-05-26,273.71,-3.16,1
2017-05-27,NaN,NaN,0
2017-05-28,274.02,-3.01,1
2017-05-29,279.48,2.37,1
2017-05-30,273.39,-3.8,1
2017-05-31,274.19,-3.07,1
2017-06-01,274.89,-2.44,1
2017-06-02,277.71,0.32,1
2017-06-03,277.55,0.1,1
2017-06-04,272.14,-5.37,1
2017-06-05,277.67,0.1,1
2017-06-06,275.64,-1.98,1
2017-06-07,283.04,5.37,1
2017-06-08,281.02,3.31,1
2017-06-09,280.28,2.52,1
2017-06-10,273.68,-4.11,1
2017-06-11,NaN,NaN,0
2017-06-12,NaN,NaN,0
2017-06-13,274.56,-3.33,1
2017-06-14,277.94,0.02,1
2017-06-15,277.9,-0.04,1
2017-06-16,273.06,-4.9,1
2017-06-17,NaN,NaN,0
2017-06-18,280.95,2.97,1
2017-06-19,276.58,-1.41,1
2017-06-20,275.78,-2.22,1
2017-06-21,283.81,5.81,1
2017-06-22,NaN,NaN,0
2017-06-23,279.26,1.27,1
2017-06-24,276.96,-1.02,1
2017-06-25,NaN,NaN,0
2017-06-26,271.6,-6.36,1
2017-06-27,279.94,2.0,1
2017-06-28,278.72,0.8,1
2017-06-29,280.96,3.07,1
2017-06-30,281.63,3.77,1
2017-07-01,NaN,NaN,0
2017-07-02,282.11,4.32,1
2017-07-03,NaN,NaN,0
2017-07-04,NaN,NaN,0
2017-07-05,NaN,NaN,0
2017-07-06,273.19,-4.43,1
2017-07-07,278.44,0.87,1
2017-07-08,NaN,NaN,0
2017-07-09,278.91,1.46,1
2017-07-10,274.0,-3.39,1
2017-07-11,279.12,1.79,1
2017-07-12,278.7,1.44,1
2017-07-13,282.25,5.06,1
2017-07-14,277.46,0.35,1
2017-07-15,278.13,1.1,1
2017-07-16,NaN,NaN,0
2017-07-17,278.21,1.34,1
2017-07-18,NaN,NaN,0
2017-07-19,276.92,0.23,1
2017-07-20,275.07,-1.53,1
2017-07-21,278.22,1.72,1
2017-07-22,278.84,2.44,1
2017-07-23,276.09,-0.21,1
2017-07-24,274.75,-1.44,1
2017-07-25,278.94,2.85,1
2017-07-26,276.66,0.68,1
2017-07-27,278.67,2.81,1
2017-07-28,279.89,4.14,1
2017-07-29,278.49,2.86,1
2017-07-30,NaN,NaN,0
2017-07-31,279.66,4.28,1
2017-08-01,274.68,-0.57,1
2017-08-02,NaN,NaN,0
2017-08-03,276.33,1.34,1
2017-08-04,275.78,0.92,1
2017-08-05,273.04,-1.68,1
2017-08-06,NaN,NaN,0
2017-08-07,274.34,-0.1,1
2017-08-08,NaN,NaN,0
2017-08-09,273.22,-0.93,1
2017-08-10,272.19,-1.81,1
2017-08-11,271.39,-2.46,1
2017-08-12,274.8,1.11,1
2017-08-13,269.92,-3.62,1
2017-08-14,270.87,-2.51,1
2017-08-15,NaN,NaN,0
2017-08-16,272.49,-0.57,1
2017-08-17,271.71,-1.18,1
2017-08-18,272.51,-0.22,1
2017-08-19,NaN,NaN,0
2017-08-20,269.59,-2.8,1
2017-08-21,270.12,-2.1,1
2017-08-22,272.5,0.45,1
2017-08-23,269.0,-2.87,1
2017-08-24,270.76,-0.94,1
2017-08-25,270.52,-1.0,1
2017-08-26,276.3,4.96,1
2017-08-27,266.95,-4.21,1
2017-08-28,270.16,-0.82,1
2017-08-29,NaN,NaN,0
2017-08-30,NaN,NaN,0
2017-08-31,266.03,-4.4,1
2017-09-01,269.9,-0.34,1
2017-09-02,264.62,-5.43,1
2017-09-03,273.56,3.7,1
2017-09-04,270.24,0.56,1
2017-09-05,267.37,-2.11,1
2017-09-06,271.14,1.85,1
2017-09-07,NaN,NaN,0
2017-09-08,268.29,-0.62,1
2017-09-09,267.96,-0.75,1
2017-09-10,270.15,1.63,1
2017-09-11,271.33,3.01,1
2017-09-12,269.32,1.19,1
2017-09-13,NaN,NaN,0
2017-09-14,265.76,-1.97,1
2017-09-15,267.77,0.23,1
2017-09-16,266.87,-0.47,1
2017-09-17,266.5,-0.64,1
2017-09-18,NaN,NaN,0
2017-09-19,263.4,-3.35,1
2017-09-20,268.31,1.76,1
2017-09-21,264.32,-2.03,1
2017-09-22,269.34,3.19,1
2017-09-23,264.79,-1.17,1
2017-09-24,265.58,-0.18,1
2017-09-25,261.28,-4.28,1
2017-09-26,266.45,1.09,1
2017-09-27,264.11,-1.06,1
2017-09-28,265.12,0.15,1
2017-09-29,266.23,1.46,1
2017-09-30,261.7,-2.88,1
2017-10-01,262.93,-1.45,1
2017-10-02,261.03,-3.16,1
2017-10-03,261.09,-2.91,1
2017-10-04,269.01,5.21,1
2017-10-05,267.19,3.58,1
2017-10-06,263.29,-0.13,1
2017-10-07,263.06,-0.17,1
2017-10-08,264.6,1.56,1
2017-10-09,264.34,1.49,1
2017-10-10,NaN,NaN,0
2017-10-11,262.71,0.23,1
2017-10-12,NaN,NaN,0
2017-10-13,261.17,-0.94,1
2017-10-14,263.18,1.25,1
2017-10-15,260.57,-1.18,1
2017-10-16,254.26,-7.31,1
2017-10-17,263.38,1.99,1
2017-10-18,263.85,2.64,1
2017-10-19,258.59,-2.45,1
2017-10-20,259.57,-1.29,1
2017-10-21,260.44,-0.25,1
2017-10-22,256.49,-4.03,1
2017-10-23,260.06,-0.29,1
2017-10-24,NaN,NaN,0
2017-10-25,260.34,0.32,1
2017-10-26,259.73,-0.13,1
2017-10-27,260.54,0.84,1
2017-10-28,NaN,NaN,0
2017-10-29,260.3,0.91,1
2017-10-30,260.23,1.0,1
2017-10-31,261.36,2.28,1
2017-11-01,254.31,-4.62,1
2017-11-02,259.75,0.97,1
2017-11-03,256.38,-2.25,1
2017-11-04,264.27,5.78,1
2017-11-05,256.16,-2.19,1
2017-11-06,260.67,2.46,1
2017-11-07,257.06,-1.02,1
2017-11-08,259.82,1.88,1
2017-11-09,NaN,NaN,0
2017-11-10,NaN,NaN,0
2017-11-11,256.26,-1.3,1
2017-11-12,255.49,-1.94,1
2017-11-13,258.63,1.32,1
2017-11-14,256.64,-0.56,1
2017-11-15,253.97,-3.11,1
2017-11-16,255.58,-1.39,1
2017-11-17,258.03,1.17,1
2017-11-18,256.2,-0.55,1
2017-11-19,256.36,-0.29,1
2017-11-20,260.62,4.07,1
2017-11-21,NaN,NaN,0
2017-11-22,254.83,-1.53,1
2017-11-23,255.9,-0.36,1
2017-11-24,261.62,5.44,1
2017-11-25,255.36,-0.73,1
2017-11-26,NaN,NaN,0
2017-11-27,258.69,2.76,1
2017-11-28,NaN,NaN,0
2017-11-29,256.57,0.79,1
2017-11-30,NaN,NaN,0
2017-12-01,NaN,NaN,0
2017-12-02,254.57,-1.01,1
2017-12-03,256.38,0.86,1
2017-12-04,253.06,-2.4,1
2017-12-05,255.67,0.26,1
2017-12-06,259.15,3.79,1
2017-12-07,255.27,-0.04,1
2017-12-08,253.38,-1.89,1
2017-12-09,254.8,-0.42,1
2017-12-10,258.66,3.47,1
2017-12-11,253.08,-2.07,1
2017-12-12,258.43,3.31,1
2017-12-13,NaN,NaN,0
2017-12-14,257.07,2.0,1
2017-12-15,NaN,NaN,0
2017-12-16,250.23,-4.8,1
2017-12-17,256.59,1.57,1
2017-12-18,NaN,NaN,0
2017-12-19,255.79,0.79,1
2017-12-20,253.36,-1.64,1
2017-12-21,254.82,-0.18,1
2017-12-22,256.63,1.63,1
2017-12-23,259.23,4.22,1
2017-12-24,256.78,1.76,1
2017-12-25,257.64,2.61,1
2017-12-26,256.3,1.25,1
2017-12-27,NaN,NaN,0
2017-12-28,257.36,2.26,1
2017-12-29,257.46,2.34,1
2017-12-30,256.44,1.29,1
2017-12-31,254.34,-0.85,1
2018-01-01,255.74,0.52,1
2018-01-02,251.8,-3.47,1
2018-01-03,254.73,-0.58,1
2018-01-04,259.1,3.74,1
2018-01-05,257.66,2.25,1
2018-01-06,NaN,NaN,0
2018-01-07,252.19,-3.33,1
2018-01-08,254.76,-0.82,1
2018-01-09,NaN,NaN,0
2018-01-10,NaN,NaN,0
2018-01-11,258.09,2.31,1
2018-01-12,256.16,0.31,1
2018-01-13,257.79,1.86,1
2018-01-14,264.03,8.02,1
2018-01-15,256.28,0.19,1
2018-01-16,252.46,-3.72,1
2018-01-17,254.53,-1.73,1
2018-01-18,252.78,-3.58,1
2018-01-19,257.15,0.7,1
2018-01-20,254.49,-2.06,1
2018-01-21,259.15,2.5,1
2018-01-22,254.43,-2.32,1
2018-01-23,252.48,-4.38,1
2018-01-24,259.4,2.43,1
2018-01-25,259.54,2.46,1
2018-01-26,NaN,NaN,0
2018-01-27,256.3,-1.01,1
2018-01-28,258.98,1.55,1
2018-01-29,255.24,-2.32,1
2018-01-30,NaN,NaN,0
2018-01-31,255.18,-2.63,1
2018-02-01,260.48,2.54,1
2018-02-02,257.52,-0.56,1
2018-02-03,258.89,0.68,1
2018-02-04,257.77,-0.58,1
2018-02-05,NaN,NaN,0
2018-02-06,257.1,-1.53,1
2018-02-07,261.03,2.25,1
2018-02-08,256.33,-2.6,1
2018-02-09,261.78,2.7,1
2018-02-10,NaN,NaN,0
2018-02-11,259.78,0.39,1
2018-02-12,260.42,0.88,1
2018-02-13,263.75,4.05,1
2018-02-14,261.6,1.74,1
2018-02-15,258.85,-1.17,1
2018-02-16,260.43,0.24,1
2018-02-17,NaN,NaN,0
2018-02-18,260.67,0.15,1
2018-02-19,259.0,-1.69,1
2018-02-20,262.45,1.59,1
2018-02-21,261.78,0.74,1
2018-02-22,264.37,3.16,1
2018-02-23,259.19,-2.2,1
2018-02-24,261.31,-0.26,1
2018-02-25,262.82,1.07,1
2018-02-26,264.02,2.09,1
2018-02-27,259.68,-2.43,1
2018-02-28,264.05,1.76,1
2018-03-01,261.3,-1.18,1
2018-03-02,264.89,2.22,1
2018-03-03,261.2,-1.65,1
2018-03-04,262.18,-0.86,1
2018-03-05,263.85,0.62,1
2018-03-06,264.68,1.26,1
2018-03-07,264.54,0.93,1
2018-03-08,267.07,3.27,1
2018-03-09,266.55,2.55,1
