date,lst_kelvin,lst_anomaly_kelvin,qa_passed
2016-08-22,270.59,-1.28,1
2016-08-23,272.24,0.54,1
2016-08-24,271.08,-0.44,1
2016-08-25,269.87,-1.47,1
2016-08-26,270.07,-1.09,1
2016-08-27,271.47,0.49,1
2016-08-28,272.92,2.12,1
2016-08-29,270.7,0.09,1
2016-08-30,271.42,0.99,1
2016-08-31,265.75,-4.49,1
2016-09-01,NaN,NaN,0
2016-09-02,268.93,-0.93,1
2016-09-03,269.06,-0.62,1
2016-09-04,270.79,1.31,1
2016-09-05,269.57,0.28,1
2016-09-06,269.51,0.41,1
2016-09-07,NaN,NaN,0
2016-09-08,272.78,4.07,1
2016-09-09,270.08,1.56,1
2016-09-10,267.95,-0.37,1
2016-09-11,265.46,-2.67,1
2016-09-12,269.15,1.22,1
2016-09-13,NaN,NaN,0
2016-09-14,261.34,-6.2,1
2016-09-15,267.83,0.49,1
2016-09-16,269.61,2.47,1
2016-09-17,266.29,-0.66,1
2016-09-18,267.08,0.33,1
2016-09-19,267.15,0.6,1
2016-09-20,265.75,-0.6,1
2016-09-21,270.41,4.26,1
2016-09-22,265.96,0.0,1
2016-09-23,264.71,-1.05,1
2016-09-24,262.24,-3.32,1
2016-09-25,266.17,0.81,1
2016-09-26,NaN,NaN,0
2016-09-27,NaN,NaN,0
2016-09-28,263.63,-1.14,1
2016-09-29,265.97,1.39,1
2016-09-30,267.99,3.61,1
2016-10-01,NaN,NaN,0
2016-10-02,267.23,3.23,1
2016-10-03,266.74,2.94,1
2016-10-04,264.16,0.55,1
2016-10-05,262.54,-0.88,1
2016-10-06,264.42,1.19,1
2016-10-07,261.02,-2.02,1
2016-10-08,259.94,-2.91,1
2016-10-09,259.7,-2.97,1
2016-10-10,259.89,-2.59,1
2016-10-11,264.07,1.78,1
2016-10-12,262.7,0.59,1
2016-10-13,260.74,-1.19,1
2016-10-14,262.89,1.14,1
2016-10-15,258.83,-2.74,1
2016-10-16,259.79,-1.6,1
2016-10-17,261.64,0.43,1
2016-10-18,262.82,1.78,1
2016-10-19,NaN,NaN,0
2016-10-20,258.76,-1.93,1
2016-10-21,259.7,-0.82,1
2016-10-22,260.18,-0.17,1
2016-10-23,262.42,2.23,1
2016-10-24,259.32,-0.7,1
2016-10-25,259.14,-0.72,1
2016-10-26,261.72,2.02,1
2016-10-27,258.91,-0.63,1
2016-10-28,260.68,1.29,1
2016-10-29,256.18,-3.05,1
2016-10-30,257.36,-1.72,1
2016-10-31,260.71,1.78,1
2016-11-01,260.01,1.23,1
2016-11-02,259.43,0.8,1
2016-11-03,260.09,1.6,1
2016-11-04,256.82,-1.53,1
2016-11-05,254.53,-3.68,1
2016-11-06,NaN,NaN,0
2016-11-07,258.98,1.04,1
2016-11-08,260.19,2.38,1
2016-11-09,261.42,3.74,1
2016-11-10,257.13,-0.43,1
2016-11-11,255.12,-2.31,1
2016-11-12,256.37,-0.94,1
2016-11-13,261.31,4.11,1
2016-11-14,261.36,4.28,1
2016-11-15,NaN,NaN,0
2016-11-16,256.52,-0.34,1
2016-11-17,257.94,1.19,1
2016-11-18,257.45,0.8,1
2016-11-19,256.31,-0.24,1
2016-11-20,256.38,-0.07,1
2016-11-21,257.18,0.82,1
2016-11-22,260.44,4.18,1
2016-11-23,256.68,0.5,1
2016-11-24,NaN,NaN,0
2016-11-25,258.15,2.14,1
2016-11-26,256.56,0.63,1
2016-11-27,260.0,4.15,1
2016-11-28,258.13,2.35,1
2016-11-29,251.98,-3.73,1
2016-11-30,NaN,NaN,0
2016-12-01,252.3,-3.28,1
2016-12-02,250.95,-4.57,1
2016-12-03,NaN,NaN,0
2016-12-04,255.05,-0.36,1
2016-12-05,258.03,2.67,1
2016-12-06,254.59,-0.72,1
2016-12-07,255.87,0.6,1
2016-12-08,251.12,-4.1,1
2016-12-09,257.48,2.29,1
2016-12-10,NaN,NaN,0
2016-12-11,253.31,-1.81,1
2016-12-12,258.55,3.45,1
2016-12-13,NaN,NaN,0
2016-12-14,257.61,2.56,1
2016-12-15,259.11,4.08,1
2016-12-16,255.32,0.3,1
2016-12-17,256.05,1.04,1
2016-12-18,257.58,2.58,1
2016-12-19,255.42,0.42,1
2016-12-20,248.98,-6.02,1
2016-12-21,252.47,-2.53,1
2016-12-22,252.47,-2.54,1
2016-12-23,254.85,-0.17,1
2016-12-24,NaN,NaN,0
2016-12-25,257.3,2.25,1
2016-12-26,254.51,-0.56,1
2016-12-27,260.06,4.96,1
2016-12-28,254.59,-0.53,1
2016-12-29,260.0,4.85,1
2016-12-30,256.64,1.45,1
2016-12-31,251.26,-3.96,1
2017-01-01,255.9,0.68,1
2017-01-02,260.47,5.2,1
2017-01-03,255.71,0.4,1
2017-01-04,255.32,-0.04,1
2017-01-05,253.44,-1.97,1
2017-01-06,248.62,-6.84,1
2017-01-07,256.4,0.88,1
2017-01-08,256.75,1.17,1
2017-01-09,258.21,2.57,1
2017-01-10,251.89,-3.82,1
2017-01-11,254.15,-1.63,1
2017-01-12,259.85,4.0,1
2017-01-13,256.56,0.63,1
2017-01-14,258.93,2.92,1
2017-01-15,258.81,2.72,1
2017-01-16,257.62,1.44,1
2017-01-17,254.89,-1.37,1
2017-01-18,253.24,-3.12,1
2017-01-19,260.66,4.21,1
2017-01-20,255.22,-1.33,1
2017-01-21,259.11,2.46,1
2017-01-22,256.32,-0.43,1
2017-01-23,255.36,-1.5,1
2017-01-24,257.37,0.4,1
2017-01-25,250.32,-6.76,1
2017-01-26,258.36,1.16,1
2017-01-27,258.57,1.26,1
2017-01-28,NaN,NaN,0
2017-01-29,259.59,2.03,1
2017-01-30,256.88,-0.8,1
2017-01-31,259.13,1.32,1
2017-02-01,257.22,-0.72,1
2017-02-02,255.76,-2.32,1
2017-02-03,NaN,NaN,0
2017-02-04,260.6,2.25,1
2017-02-05,258.92,0.43,1
2017-02-06,253.63,-5.0,1
2017-02-07,NaN,NaN,0
2017-02-08,258.73,-0.2,1
2017-02-09,258.81,-0.27,1
2017-02-10,259.45,0.22,1
2017-02-11,260.23,0.84,1
2017-02-12,261.6,2.06,1
2017-02-13,265.6,5.9,1
2017-02-14,260.76,0.9,1
2017-02-15,259.01,-1.01,1
2017-02-16,262.2,2.01,1
2017-02-17,260.46,0.11,1
2017-02-18,NaN,NaN,0
2017-02-19,261.56,0.87,1
2017-02-20,259.94,-0.92,1
2017-02-21,262.58,1.54,1
2017-02-22,257.64,-3.57,1
2017-02-23,261.26,-0.13,1
2017-02-24,260.67,-0.9,1
2017-02-25,266.5,4.75,1
2017-02-26,259.24,-2.69,1
2017-02-27,262.25,0.14,1
2017-02-28,262.02,-0.27,1
2017-03-01,264.44,1.96,1
2017-03-02,265.31,2.64,1
2017-03-03,262.8,-0.05,1
2017-03-04,264.67,1.63,1
2017-03-05,267.68,4.45,1
2017-03-06,263.21,-0.21,1
2017-03-07,268.13,4.52,1
2017-03-08,265.07,1.27,1
2017-03-09,262.93,-1.07,1
2017-03-10,264.39,0.2,1
2017-03-11,263.82,-0.56,1
2017-03-12,263.86,-0.72,1
2017-03-13,NaN,NaN,0
2017-03-14,266.98,2.01,1
2017-03-15,264.4,-0.77,1
2017-03-16,264.93,-0.43,1
2017-03-17,263.07,-2.49,1
2017-03-18,265.55,-0.21,1
2017-03-19,264.2,-1.76,1
2017-03-20,265.33,-0.82,1
2017-03-21,NaN,NaN,0
2017-03-22,268.06,1.51,1
2017-03-23,269.04,2.29,1
2017-03-24,265.68,-1.27,1
2017-03-25,263.56,-3.58,1
2017-03-26,262.53,-4.81,1
2017-03-27,265.56,-1.98,1
2017-03-28,268.53,0.8,1
2017-03-29,270.79,2.86,1
2017-03-30,266.26,-1.87,1
2017-03-31,270.4,2.08,1
2017-04-01,269.31,0.79,1
2017-04-02,266.78,-1.93,1
2017-04-03,264.41,-4.5,1
2017-04-04,269.72,0.62,1
2017-04-05,268.45,-0.84,1
2017-04-06,NaN,NaN,0
2017-04-07,273.1,3.42,1
2017-04-08,271.14,1.28,1
2017-04-09,271.68,1.63,1
2017-04-10,271.82,1.58,1
2017-04-11,268.84,-1.59,1
2017-04-12,267.8,-2.81,1
2017-04-13,266.68,-4.12,1
2017-04-14,270.9,-0.08,1
2017-04-15,269.26,-1.9,1
2017-04-16,271.88,0.54,1
2017-04-17,276.18,4.66,1
2017-04-18,273.4,1.7,1
2017-04-19,271.19,-0.68,1
2017-04-20,272.93,0.88,1
2017-04-21,270.34,-1.88,1
2017-04-22,271.37,-1.02,1
2017-04-23,269.53,-3.03,1
2017-04-24,277.44,4.71,1
2017-04-25,NaN,NaN,0
2017-04-26,272.02,-1.04,1
2017-04-27,274.98,1.76,1
2017-04-28,273.62,0.24,1
2017-04-29,272.29,-1.25,1
2017-04-30,273.89,0.2,1
2017-05-01,274.56,0.71,1
2017-05-02,280.16,6.16,1
2017-05-03,NaN,NaN,0
2017-05-04,NaN,NaN,0
2017-05-05,276.16,1.72,1
2017-05-06,274.41,-0.17,1
2017-05-07,277.47,2.75,1
2017-05-08,272.92,-1.94,1
2017-05-09,278.04,3.05,1
2017-05-10,278.56,3.44,1
2017-05-11,276.88,1.63,1
2017-05-12,275.03,-0.35,1
2017-05-13,273.02,-2.48,1
2017-05-14,275.76,0.13,1
2017-05-15,271.73,-4.02,1
2017-05-16,274.93,-0.93,1
2017-05-17,NaN,NaN,0
2017-05-18,274.31,-1.78,1
2017-05-19,273.55,-2.64,1
2017-05-20,272.2,-4.1,1
2017-05-21,280.33,3.93,1
2017-05-22,272.51,-3.99,1
2017-05-23,276.48,-0.12,1
2017-05-24,278.18,1.49,1
2017-05-25,279.73,2.95,1
2017-05-26,NaN,NaN,0
2017-05-27,NaN,NaN,0
2017-05-28,273.65,-3.38,1
2017-05-29,278.35,1.24,1
2017-05-30,275.58,-1.61,1
2017-05-31,278.4,1.14,1
2017-06-01,276.49,-0.84,1
2017-06-02,277.97,0.58,1
2017-06-03,279.49,2.04,1
2017-06-04,277.71,0.2,1
2017-06-05,278.14,0.57,1
2017-06-06,277.28,-0.34,1
2017-06-07,273.89,-3.78,1
2017-06-08,277.06,-0.65,1
2017-06-09,NaN,NaN,0
2017-06-10,275.98,-1.81,1
2017-06-11,272.81,-5.02,1
2017-06-12,275.16,-2.7,1
2017-06-13,277.68,-0.21,1
2017-06-14,282.15,4.23,1
2017-06-15,278.74,0.8,1
2017-06-16,279.21,1.25,1
2017-06-17,278.77,0.8,1
2017-06-18,279.18,1.2,1
2017-06-19,279.33,1.34,1
2017-06-20,NaN,NaN,0
2017-06-21,278.29,0.29,1
2017-06-22,277.79,-0.21,1
2017-06-23,277.85,-0.14,1
2017-06-24,278.29,0.31,1
2017-06-25,NaN,NaN,0
2017-06-26,280.61,2.65,1
2017-06-27,276.88,-1.06,1
2017-06-28,276.57,-1.35,1
2017-06-29,NaN,NaN,0
2017-06-30,280.71,2.85,1
2017-07-01,275.21,-2.62,1
2017-07-02,280.05,2.26,1
2017-07-03,NaN,NaN,0
2017-07-04,275.48,-2.23,1
2017-07-05,277.14,-0.53,1
2017-07-06,NaN,NaN,0
2017-07-07,279.29,1.72,1
2017-07-08,276.95,-0.56,1
2017-07-09,279.69,2.24,1
2017-07-10,274.99,-2.4,1
2017-07-11,278.01,0.68,1
2017-07-12,273.51,-3.75,1
2017-07-13,277.35,0.16,1
2017-07-14,276.19,-0.92,1
2017-07-15,276.31,-0.72,1
2017-07-16,277.48,0.53,1
2017-07-17,275.06,-1.81,1
2017-07-18,274.23,-2.55,1
2017-07-19,274.29,-2.4,1
2017-07-20,274.72,-1.88,1
2017-07-21,278.34,1.84,1
2017-07-22,NaN,NaN,0
2017-07-23,275.06,-1.24,1
2017-07-24,277.2,1.01,1
2017-07-25,NaN,NaN,0
2017-07-26,273.71,-2.27,1
2017-07-27,274.96,-0.9,1
2017-07-28,276.45,0.7,1
2017-07-29,272.76,-2.87,1
2017-07-30,277.1,1.6,1
2017-07-31,275.8,0.42,1
2017-08-01,279.04,3.79,1
2017-08-02,276.75,1.63,1
2017-08-03,NaN,NaN,0
2017-08-04,277.96,3.1,1
2017-08-05,273.19,-1.53,1
2017-08-06,274.07,-0.51,1
2017-08-07,274.36,-0.08,1
2017-08-08,274.19,-0.1,1
2017-08-09,276.97,2.82,1
2017-08-10,274.08,0.08,1
2017-08-11,272.66,-1.19,1
2017-08-12,271.14,-2.55,1
2017-08-13,NaN,NaN,0
2017-08-14,271.79,-1.59,1
2017-08-15,274.47,1.25,1
2017-08-16,NaN,NaN,0
2017-08-17,272.54,-0.35,1
2017-08-18,276.72,3.99,1
2017-08-19,NaN,NaN,0
2017-08-20,275.52,3.13,1
2017-08-21,272.0,-0.22,1
2017-08-22,NaN,NaN,0
2017-08-23,NaN,NaN,0
2017-08-24,272.47,0.77,1
2017-08-25,274.84,3.32,1
2017-08-26,274.53,3.19,1
2017-08-27,270.61,-0.55,1
2017-08-28,268.24,-2.74,1
2017-08-29,NaN,NaN,0
2017-08-30,274.49,3.88,1
2017-08-31,272.66,2.23,1
2017-09-01,269.79,-0.45,1
2017-09-02,267.42,-2.63,1
2017-09-03,271.5,1.64,1
2017-09-04,273.08,3.4,1
2017-09-05,266.64,-2.84,1
2017-09-06,267.9,-1.39,1
2017-09-07,271.81,2.71,1
2017-09-08,NaN,NaN,0
2017-09-09,267.78,-0.93,1
2017-09-10,270.09,1.57,1
2017-09-11,270.39,2.07,1
2017-09-12,272.05,3.92,1
2017-09-13,260.89,-7.04,1
2017-09-14,268.19,0.46,1
2017-09-15,271.11,3.57,1
2017-09-16,NaN,NaN,0
2017-09-17,267.07,-0.07,1
2017-09-18,266.99,0.04,1
2017-09-19,NaN,NaN,0
2017-09-20,269.49,2.94,1
2017-09-21,268.08,1.73,1
2017-09-22,265.64,-0.51,1
2017-09-23,267.75,1.79,1
2017-09-24,265.7,-0.06,1
2017-09-25,266.84,1.28,1
2017-09-26,267.76,2.4,1
2017-09-27,267.01,1.84,1
2017-09-28,264.72,-0.25,1
2017-09-29,266.41,1.64,1
2017-09-30,NaN,NaN,0
2017-10-01,265.26,0.88,1
2017-10-02,267.09,2.9,1
2017-10-03,261.47,-2.53,1
2017-10-04,266.13,2.33,1
2017-10-05,267.56,3.95,1
2017-10-06,260.61,-2.81,1
2017-10-07,266.0,2.77,1
2017-10-08,NaN,NaN,0
2017-10-09,261.1,-1.75,1
2017-10-10,NaN,NaN,0
2017-10-11,259.86,-2.62,1
2017-10-12,260.02,-2.27,1
2017-10-13,259.26,-2.85,1
2017-10-14,261.64,-0.29,1
2017-10-15,261.85,0.1,1
2017-10-16,260.56,-1.01,1
2017-10-17,NaN,NaN,0
2017-10-18,259.76,-1.45,1
2017-10-19,260.37,-0.67,1
2017-10-20,265.64,4.78,1
2017-10-21,NaN,NaN,0
2017-10-22,264.95,4.43,1
2017-10-23,259.35,-1.0,1
2017-10-24,NaN,NaN,0
2017-10-25,263.25,3.23,1
2017-10-26,NaN,NaN,0
2017-10-27,NaN,NaN,0
2017-10-28,259.04,-0.5,1
2017-10-29,262.59,3.2,1
2017-10-30,258.38,-0.85,1
2017-10-31,258.56,-0.52,1
2017-11-01,NaN,NaN,0
2017-11-02,259.84,1.06,1
2017-11-03,256.85,-1.78,1
2017-11-04,253.76,-4.73,1
2017-11-05,260.5,2.15,1
2017-11-06,255.68,-2.53,1
2017-11-07,256.45,-1.63,1
2017-11-08,NaN,NaN,0
2017-11-09,259.22,1.41,1
2017-11-10,253.2,-4.48,1
2017-11-11,258.66,1.1,1
2017-11-12,257.67,0.24,1
2017-11-13,258.47,1.16,1
2017-11-14,257.6,0.4,1
2017-11-15,254.22,-2.86,1
2017-11-16,254.54,-2.43,1
2017-11-17,256.72,-0.14,1
2017-11-18,256.19,-0.56,1
2017-11-19,259.99,3.34,1
2017-11-20,255.29,-1.26,1
2017-11-21,255.93,-0.52,1
2017-11-22,NaN,NaN,0
2017-11-23,252.99,-3.27,1
2017-11-24,256.15,-0.03,1
2017-11-25,255.66,-0.43,1
2017-11-26,255.61,-0.4,1
2017-11-27,253.92,-2.01,1
2017-11-28,256.05,0.2,1
2017-11-29,253.33,-2.45,1
2017-11-30,254.44,-1.27,1
2017-12-01,257.2,1.56,1
2017-12-02,NaN,NaN,0
2017-12-03,256.22,0.7,1
2017-12-04,NaN,NaN,0
2017-12-05,259.95,4.54,1
2017-12-06,251.0,-4.36,1
2017-12-07,256.92,1.61,1
2017-12-08,255.36,0.09,1
2017-12-09,254.28,-0.94,1
2017-12-10,256.18,0.99,1
2017-12-11,253.23,-1.92,1
2017-12-12,255.92,0.8,1
2017-12-13,252.79,-2.31,1
2017-12-14,256.81,1.74,1
2017-12-15,252.59,-2.46,1
2017-12-16,254.24,-0.79,1
2017-12-17,257.15,2.13,1
2017-12-18,254.53,-0.48,1
2017-12-19,254.19,-0.81,1
2017-12-20,252.43,-2.57,1
2017-12-21,252.94,-2.06,1
2017-12-22,252.96,-2.04,1
2017-12-23,252.84,-2.17,1
2017-12-24,258.99,3.97,1
2017-12-25,252.76,-2.27,1
2017-12-26,251.31,-3.74,1
2017-12-27,255.59,0.52,1
2017-12-28,260.09,4.99,1
2017-12-29,253.2,-1.92,1
2017-12-30,249.98,-5.17,1
2017-12-31,253.24,-1.95,1
2018-01-01,257.31,2.09,1
2018-01-02,256.83,1.56,1
2018-01-03,252.23,-3.08,1
2018-01-04,258.4,3.04,1
2018-01-05,255.66,0.25,1
2018-01-06,NaN,NaN,0
2018-01-07,255.63,0.11,1
2018-01-08,257.83,2.25,1
2018-01-09,257.99,2.35,1
2018-01-10,255.59,-0.12,1
2018-01-11,252.51,-3.27,1
2018-01-12,253.77,-2.08,1
2018-01-13,255.35,-0.58,1
2018-01-14,257.76,1.75,1
2018-01-15,254.61,-1.48,1
2018-01-16,254.16,-2.02,1
2018-01-17,250.35,-5.91,1
2018-01-18,254.97,-1.39,1
2018-01-19,261.34,4.89,1
2018-01-20,256.36,-0.19,1
2018-01-21,NaN,NaN,0
2018-01-22,251.51,-5.24,1
2018-01-23,257.01,0.15,1
2018-01-24,254.55,-2.42,1
2018-01-25,256.93,-0.15,1
2018-01-26,NaN,NaN,0
2018-01-27,255.03,-2.28,1
2018-01-28,259.98,2.55,1
2018-01-29,251.05,-6.51,1
2018-01-30,NaN,NaN,0
2018-01-31,258.68,0.87,1
2018-02-01,256.73,-1.21,1
2018-02-02,255.79,-2.29,1
2018-02-03,255.85,-2.36,1
2018-02-04,261.93,3.58,1
2018-02-05,260.22,1.73,1
2018-02-06,NaN,NaN,0
2018-02-07,NaN,NaN,0
2018-02-08,NaN,NaN,0
2018-02-09,261.92,2.84,1
2018-02-10,256.96,-2.27,1
2018-02-11,260.39,1.0,1
2018-02-12,NaN,NaN,0
2018-02-13,261.92,2.22,1
2018-02-14,260.13,0.27,1
2018-02-15,255.96,-4.06,1
2018-02-16,257.98,-2.21,1
2018-02-17,259.59,-0.76,1
2018-02-18,260.3,-0.22,1
2018-02-19,259.07,-1.62,1
2018-02-20,262.24,1.38,1
2018-02-21,266.64,5.6,1
2018-02-22,258.13,-3.08,1
2018-02-23,265.11,3.72,1
2018-02-24,263.13,1.56,1
2018-02-25,259.77,-1.98,1
2018-02-26,261.2,-0.73,1
2018-02-27,262.76,0.65,1
2018-02-28,257.88,-4.41,1
2018-03-01,264.31,1.83,1
2018-03-02,260.58,-2.09,1
2018-03-03,264.78,1.93,1
2018-03-04,267.28,4.24,1
2018-03-05,261.02,-2.21,1
2018-03-06,270.08,6.66,1
2018-03-07,261.81,-1.8,1
2018-03-08,260.55,-3.25,1
2018-03-09,NaN,NaN,0
